year,season,area,ess,age,length
2015,2,1,0.693697684,13,102
2015,2,1,0.693697684,10,108
2015,2,1,0.693697684,11,110
2015,2,1,0.693697684,14,110
2015,2,1,0.693697684,16,120
2015,2,1,0.693697684,18,122
2015,2,1,0.693697684,17,124
2015,2,1,0.693697684,22,136
2015,3,1,0.693697684,7,84
2015,3,1,0.693697684,8,86
2015,3,1,0.693697684,7,88
2015,3,1,0.693697684,8,92
2015,3,1,0.693697684,10,94
2015,3,1,0.693697684,8,96
2015,3,1,0.693697684,10,100
2015,3,1,0.693697684,9,102
2015,3,1,0.693697684,11,104
2015,3,1,0.693697684,12,110
2015,3,1,0.693697684,14,116
2015,3,1,0.693697684,15,116
2015,3,1,0.693697684,13,124
2015,3,1,0.693697684,18,124
2015,3,1,0.693697684,17,126
2015,3,1,0.693697684,18,128
2015,3,1,0.693697684,21,130
2015,3,1,0.693697684,22,132
2015,3,1,0.693697684,31,136
2016,3,1,0.693697684,14,112
2017,2,1,0.693697684,19,160
2017,2,1,0.693697684,34,160
2017,2,1,0.693697684,29,162
2017,2,1,0.693697684,32,162
2017,2,1,0.693697684,27,164
2017,2,1,0.693697684,35,164
2017,2,1,0.693697684,32,166
2017,2,1,0.693697684,29,168
2017,2,1,0.693697684,34,168
2017,2,1,0.693697684,31,170
2017,2,1,0.693697684,33,172
2017,2,1,0.693697684,39,174
2017,2,1,0.693697684,40,174
2017,2,1,0.693697684,40,176
2017,3,1,0.693697684,31,164
2017,3,1,0.693697684,32,166
2017,3,1,0.693697684,32,168
2018,1,1,0.693697684,19,150
2018,1,1,0.693697684,21,150
2018,1,1,0.693697684,22,150
2018,1,1,0.693697684,22,150
2018,1,1,0.693697684,23,150
2018,1,1,0.693697684,17,152
2018,1,1,0.693697684,18,152
2018,1,1,0.693697684,21,152
2018,1,1,0.693697684,21,152
2018,1,1,0.693697684,22,152
2018,1,1,0.693697684,30,152
2018,1,1,0.693697684,18,154
2018,1,1,0.693697684,19,154
2018,1,1,0.693697684,22,154
2018,1,1,0.693697684,23,154
2018,1,1,0.693697684,25,154
2018,1,1,0.693697684,25,154
2018,1,1,0.693697684,29,154
2018,1,1,0.693697684,22,158
2018,1,1,0.693697684,24,160
2018,1,1,0.693697684,27,160
2018,1,1,0.693697684,32,160
2018,1,1,0.693697684,23,162
2018,1,1,0.693697684,29,162
2018,1,1,0.693697684,30,162
2018,1,1,0.693697684,30,162
2018,1,1,0.693697684,31,162
2018,1,1,0.693697684,32,162
2018,1,1,0.693697684,23,164
2018,1,1,0.693697684,31,164
2018,1,1,0.693697684,24,166
2018,1,1,0.693697684,25,166
2018,1,1,0.693697684,30,166
2018,1,1,0.693697684,31,166
2018,1,1,0.693697684,26,168
2018,1,1,0.693697684,23,170
2018,2,1,0.693697684,19,154
2018,2,1,0.693697684,30,156
2018,3,1,0.693697684,24,152
2018,3,1,0.693697684,27,152
2018,3,1,0.693697684,25,154
2018,3,1,0.693697684,35,164
2018,4,1,0.693697684,17,126
2018,4,1,0.693697684,18,128
2018,4,1,0.693697684,22,152
2018,4,1,0.693697684,27,156
2019,1,1,0.693697684,21,126
2019,1,1,0.693697684,17,132
2019,1,1,0.693697684,16,134
2019,1,1,0.693697684,21,134
2019,1,1,0.693697684,34,136
2019,1,1,0.693697684,22,140
2019,1,1,0.693697684,27,140
2019,1,1,0.693697684,17,142
2019,1,1,0.693697684,21,150
2019,1,1,0.693697684,31,150
2019,1,1,0.693697684,23,152
2019,1,1,0.693697684,27,154
2019,1,1,0.693697684,27,156
2019,1,1,0.693697684,30,160
2019,1,1,0.693697684,27,162
2019,1,1,0.693697684,28,166
2019,1,1,0.693697684,35,168
2019,1,1,0.693697684,27,172
2019,1,1,0.693697684,39,176
2019,2,1,0.693697684,15,124
2019,2,1,0.693697684,23,138
2019,2,1,0.693697684,40,166
2019,3,1,0.693697684,13,112
2019,3,1,0.693697684,22,138
2019,3,1,0.693697684,23,140
2019,3,1,0.693697684,32,142
2019,3,1,0.693697684,22,148
2019,4,1,0.693697684,11,108
2019,4,1,0.693697684,13,110
2019,4,1,0.693697684,14,110
2019,4,1,0.693697684,15,110
2019,4,1,0.693697684,13,112
2019,4,1,0.693697684,15,118
2019,4,1,0.693697684,18,128
2019,4,1,0.693697684,19,132
2019,4,1,0.693697684,14,136
2019,4,1,0.693697684,17,136
2019,4,1,0.693697684,18,136
2019,4,1,0.693697684,22,136
2019,4,1,0.693697684,16,138
2019,4,1,0.693697684,17,138
2019,4,1,0.693697684,18,138
2019,4,1,0.693697684,20,138
2019,4,1,0.693697684,27,144
2019,4,1,0.693697684,19,148
2019,4,1,0.693697684,23,148
2019,4,1,0.693697684,22,150
2019,4,1,0.693697684,27,152
2019,4,1,0.693697684,31,154
2019,4,1,0.693697684,40,154
2019,4,1,0.693697684,30,156
2019,4,1,0.693697684,32,156
2019,4,1,0.693697684,36,156
2019,4,1,0.693697684,40,160
2019,4,1,0.693697684,40,174
2020,1,1,0.693697684,29,150
2020,1,1,0.693697684,20,152
2020,1,1,0.693697684,21,152
2020,1,1,0.693697684,24,152
2020,1,1,0.693697684,27,152
2020,1,1,0.693697684,20,154
2020,1,1,0.693697684,23,154
2020,1,1,0.693697684,23,154
2020,1,1,0.693697684,30,154
2020,1,1,0.693697684,23,156
2020,1,1,0.693697684,28,156
2020,1,1,0.693697684,24,158
2020,1,1,0.693697684,24,158
2020,1,1,0.693697684,33,158
2020,1,1,0.693697684,32,160
2020,1,1,0.693697684,22,162
2020,1,1,0.693697684,23,162
2020,1,1,0.693697684,33,162
2020,1,1,0.693697684,24,164
2020,1,1,0.693697684,26,166
2020,4,1,0.693697684,10,104
2020,4,1,0.693697684,9,108
2020,4,1,0.693697684,11,112
2020,4,1,0.693697684,15,116
2020,4,1,0.693697684,11,120
2020,4,1,0.693697684,14,124
2020,4,1,0.693697684,24,142
2020,4,1,0.693697684,23,144
2021,1,1,0.693697684,9,96
2021,1,1,0.693697684,10,96
2021,1,1,0.693697684,11,98
2021,1,1,0.693697684,11,98
2021,1,1,0.693697684,12,98
2021,1,1,0.693697684,11,104
2021,1,1,0.693697684,11,104
2021,1,1,0.693697684,13,116
2021,1,1,0.693697684,18,140
2021,2,1,0.693697684,12,98
2021,2,1,0.693697684,15,104
2021,2,1,0.693697684,11,112
2021,2,1,0.693697684,13,112
2021,2,1,0.693697684,17,122
2021,2,1,0.693697684,22,144
2021,4,1,0.693697684,11,88
2021,4,1,0.693697684,9,100
2021,4,1,0.693697684,9,100
2021,4,1,0.693697684,9,102
2021,4,1,0.693697684,10,102
2021,4,1,0.693697684,14,114
2021,4,1,0.693697684,16,114
2021,4,1,0.693697684,17,116
2021,4,1,0.693697684,18,140
2021,4,1,0.693697684,27,148
2021,4,1,0.693697684,17,152
2022,2,1,0.693697684,8,84
2022,2,1,0.693697684,8,86
2022,2,1,0.693697684,9,90
2022,2,1,0.693697684,8,92
2022,2,1,0.693697684,9,104
2022,2,1,0.693697684,25,154
2022,4,1,0.693697684,9,92
2022,4,1,0.693697684,9,92
2022,4,1,0.693697684,9,92
2022,4,1,0.693697684,11,98
2022,4,1,0.693697684,11,100
2022,4,1,0.693697684,15,102
2022,4,1,0.693697684,22,144
2022,4,1,0.693697684,23,146
2023,1,1,0.693697684,20,138
2023,4,1,0.693697684,6,70
2023,4,1,0.693697684,10,114
2023,4,1,0.693697684,11,114
2023,4,1,0.693697684,14,114
2023,4,1,0.693697684,26,164
2023,4,1,0.693697684,27,164
2024,2,1,0.693697684,14,98
2024,2,1,0.693697684,10,104
2024,2,1,0.693697684,11,104
2024,2,1,0.693697684,11,104
2024,2,1,0.693697684,18,114
2024,2,1,0.693697684,17,124
2024,2,1,0.693697684,19,128
2024,2,1,0.693697684,17,134
2020,3,1,0.693697684,1,40
2020,4,1,0.693697684,3,52
2020,4,1,0.693697684,7,70
2020,4,1,0.693697684,6,86
2020,4,1,0.693697684,11,92
2020,4,1,0.693697684,13,92
2020,4,1,0.693697684,16,92
2020,4,1,0.693697684,8,94
2020,4,1,0.693697684,9,94
2020,4,1,0.693697684,13,94
2020,4,1,0.693697684,18,94
2020,4,1,0.693697684,8,96
2020,4,1,0.693697684,9,96
2020,4,1,0.693697684,9,96
2020,4,1,0.693697684,11,96
2020,4,1,0.693697684,13,96
2020,4,1,0.693697684,13,96
2020,4,1,0.693697684,9,98
2020,4,1,0.693697684,9,98
2020,4,1,0.693697684,12,98
2020,4,1,0.693697684,12,98
2020,4,1,0.693697684,12,98
2020,4,1,0.693697684,12,100
2020,4,1,0.693697684,8,102
2020,4,1,0.693697684,10,102
2020,4,1,0.693697684,13,102
2020,4,1,0.693697684,14,114
2020,4,1,0.693697684,12,118
2020,4,1,0.693697684,12,118
2020,4,1,0.693697684,12,120
2020,4,1,0.693697684,16,120
2020,4,1,0.693697684,16,120
2020,4,1,0.693697684,17,124
2020,4,1,0.693697684,12,126
2020,4,1,0.693697684,16,126
2020,4,1,0.693697684,18,126
2020,4,1,0.693697684,20,126
2020,4,1,0.693697684,27,126
2020,4,1,0.693697684,14,128
2020,4,1,0.693697684,19,128
2020,4,1,0.693697684,15,132
2020,4,1,0.693697684,17,132
2020,4,1,0.693697684,17,132
2020,4,1,0.693697684,19,132
2020,4,1,0.693697684,21,132
2020,4,1,0.693697684,34,132
2020,4,1,0.693697684,19,136
2020,4,1,0.693697684,19,136
2020,4,1,0.693697684,18,138
2020,4,1,0.693697684,27,138
2020,4,1,0.693697684,15,140
2020,4,1,0.693697684,20,142
2020,4,1,0.693697684,21,142
2020,4,1,0.693697684,22,146
2020,4,1,0.693697684,23,150
2020,4,1,0.693697684,29,150
2020,4,1,0.693697684,33,154
2009,4,2,4.818916873,40,150
2011,1,2,4.818916873,25,144
2011,1,2,4.818916873,28,144
2011,1,2,4.818916873,20,148
2011,1,2,4.818916873,40,156
2014,1,2,4.818916873,7,96
2014,1,2,4.818916873,11,102
2014,1,2,4.818916873,14,112
2014,1,2,4.818916873,14,116
2014,1,2,4.818916873,15,118
2014,1,2,4.818916873,18,118
2014,1,2,4.818916873,19,124
2014,1,2,4.818916873,22,126
2014,1,2,4.818916873,15,130
2014,1,2,4.818916873,32,136
2014,1,2,4.818916873,20,138
2014,1,2,4.818916873,31,140
2014,1,2,4.818916873,35,160
2022,3,2,4.818916873,10,88
2023,2,2,4.818916873,9,104
2011,1,2,4.818916873,17,140
2011,1,2,4.818916873,22,140
2011,1,2,4.818916873,26,140
2011,1,2,4.818916873,28,140
2011,1,2,4.818916873,35,140
2011,1,2,4.818916873,39,140
2011,1,2,4.818916873,15,142
2011,1,2,4.818916873,23,142
2011,1,2,4.818916873,24,142
2011,1,2,4.818916873,20,144
2011,1,2,4.818916873,21,144
2011,1,2,4.818916873,22,144
2011,1,2,4.818916873,23,144
2011,1,2,4.818916873,40,144
2011,1,2,4.818916873,21,146
2011,1,2,4.818916873,33,146
2011,1,2,4.818916873,36,146
2011,1,2,4.818916873,40,148
2011,1,2,4.818916873,35,154
2011,1,2,4.818916873,29,162
2013,3,2,4.818916873,40,148
1997,1,3,0.533630841,4,46
2013,2,3,0.533630841,2,40
2009,4,3,0.533630841,26,144
2011,3,3,0.533630841,20,130
2011,3,3,0.533630841,31,134
2011,3,3,0.533630841,22,144
2011,4,3,0.533630841,18,130
2011,4,3,0.533630841,22,130
2011,4,3,0.533630841,26,130
2011,4,3,0.533630841,26,132
2011,4,3,0.533630841,19,134
2011,4,3,0.533630841,22,138
2011,4,3,0.533630841,22,140
2011,4,3,0.533630841,38,140
2011,4,3,0.533630841,26,142
2011,4,3,0.533630841,30,142
2011,4,3,0.533630841,31,144
2011,4,3,0.533630841,40,144
2011,4,3,0.533630841,22,146
2011,4,3,0.533630841,27,146
2011,4,3,0.533630841,34,146
2011,4,3,0.533630841,36,146
2011,4,3,0.533630841,33,148
2011,4,3,0.533630841,35,148
2011,4,3,0.533630841,37,148
2011,4,3,0.533630841,26,150
2011,4,3,0.533630841,38,150
2011,4,3,0.533630841,31,152
2011,4,3,0.533630841,35,152
2011,4,3,0.533630841,34,154
2011,4,3,0.533630841,34,160
2012,1,3,0.533630841,25,160
2012,1,3,0.533630841,29,162
2012,1,3,0.533630841,34,162
2012,1,3,0.533630841,36,172
2012,1,3,0.533630841,40,176
2012,3,3,0.533630841,17,130
2012,3,3,0.533630841,19,130
2012,3,3,0.533630841,18,132
2012,3,3,0.533630841,31,148
2012,3,3,0.533630841,32,172
2012,4,3,0.533630841,27,140
2012,4,3,0.533630841,30,146
2012,4,3,0.533630841,40,146
2012,4,3,0.533630841,40,148
2014,1,3,0.533630841,8,82
2014,1,3,0.533630841,8,82
2014,1,3,0.533630841,9,82
2014,1,3,0.533630841,11,100
2014,1,3,0.533630841,15,102
2014,1,3,0.533630841,12,106
2014,1,3,0.533630841,14,114
2014,1,3,0.533630841,16,120
2014,1,3,0.533630841,17,120
2014,1,3,0.533630841,22,146
2014,2,3,0.533630841,7,92
2014,2,3,0.533630841,11,94
2014,2,3,0.533630841,11,94
2014,2,3,0.533630841,8,96
2014,2,3,0.533630841,12,96
2014,2,3,0.533630841,12,96
2014,2,3,0.533630841,12,102
2014,2,3,0.533630841,10,104
2014,2,3,0.533630841,12,110
2014,2,3,0.533630841,14,112
2014,2,3,0.533630841,20,112
2014,2,3,0.533630841,14,114
2014,2,3,0.533630841,12,116
2014,2,3,0.533630841,16,116
2014,2,3,0.533630841,13,118
2014,2,3,0.533630841,13,118
2014,2,3,0.533630841,14,118
2014,2,3,0.533630841,14,122
2014,2,3,0.533630841,15,122
2014,2,3,0.533630841,15,124
2014,2,3,0.533630841,18,124
2014,2,3,0.533630841,18,124
2014,2,3,0.533630841,19,124
2014,2,3,0.533630841,15,126
2014,2,3,0.533630841,18,126
2014,2,3,0.533630841,19,126
2014,2,3,0.533630841,19,126
2014,2,3,0.533630841,18,128
2014,2,3,0.533630841,18,128
2014,2,3,0.533630841,22,128
2014,2,3,0.533630841,17,130
2014,2,3,0.533630841,18,130
2014,2,3,0.533630841,18,130
2014,2,3,0.533630841,33,130
2014,2,3,0.533630841,20,132
2014,2,3,0.533630841,16,134
2014,2,3,0.533630841,27,134
2014,2,3,0.533630841,27,134
2014,2,3,0.533630841,32,134
2014,2,3,0.533630841,31,136
2014,2,3,0.533630841,22,140
2014,2,3,0.533630841,22,140
2014,2,3,0.533630841,33,146
2014,2,3,0.533630841,35,148
2014,3,3,0.533630841,11,78
2014,3,3,0.533630841,7,80
2014,3,3,0.533630841,7,84
2014,3,3,0.533630841,7,90
2014,3,3,0.533630841,7,90
2014,3,3,0.533630841,11,90
2014,3,3,0.533630841,7,92
2014,3,3,0.533630841,8,92
2014,3,3,0.533630841,11,92
2014,3,3,0.533630841,8,94
2014,3,3,0.533630841,9,94
2014,3,3,0.533630841,9,94
2014,3,3,0.533630841,9,96
2014,3,3,0.533630841,10,96
2014,3,3,0.533630841,8,98
2014,3,3,0.533630841,9,98
2014,3,3,0.533630841,10,98
2014,3,3,0.533630841,10,98
2014,3,3,0.533630841,11,98
2014,3,3,0.533630841,11,98
2014,3,3,0.533630841,11,98
2014,3,3,0.533630841,8,100
2014,3,3,0.533630841,10,100
2014,3,3,0.533630841,11,100
2014,3,3,0.533630841,12,100
2014,3,3,0.533630841,9,102
2014,3,3,0.533630841,11,102
2014,3,3,0.533630841,12,102
2014,3,3,0.533630841,13,102
2014,3,3,0.533630841,10,104
2014,3,3,0.533630841,12,104
2014,3,3,0.533630841,10,106
2014,3,3,0.533630841,14,106
2014,3,3,0.533630841,10,108
2014,3,3,0.533630841,11,108
2014,3,3,0.533630841,11,108
2014,3,3,0.533630841,11,108
2014,3,3,0.533630841,12,108
2014,3,3,0.533630841,7,112
2014,3,3,0.533630841,10,112
2014,3,3,0.533630841,15,112
2014,3,3,0.533630841,15,112
2014,3,3,0.533630841,14,114
2014,3,3,0.533630841,16,116
2014,3,3,0.533630841,12,120
2014,3,3,0.533630841,15,122
2014,3,3,0.533630841,23,122
2014,3,3,0.533630841,15,124
2014,3,3,0.533630841,24,134
2014,3,3,0.533630841,23,136
2014,3,3,0.533630841,20,140
2014,3,3,0.533630841,33,150
2014,4,3,0.533630841,7,78
2014,4,3,0.533630841,8,80
2014,4,3,0.533630841,8,80
2014,4,3,0.533630841,7,82
2014,4,3,0.533630841,6,84
2014,4,3,0.533630841,7,84
2014,4,3,0.533630841,8,86
2014,4,3,0.533630841,10,86
2014,4,3,0.533630841,10,86
2014,4,3,0.533630841,9,90
2014,4,3,0.533630841,9,90
2014,4,3,0.533630841,10,94
2014,4,3,0.533630841,7,96
2014,4,3,0.533630841,10,96
2014,4,3,0.533630841,11,98
2014,4,3,0.533630841,9,100
2014,4,3,0.533630841,9,100
2014,4,3,0.533630841,10,100
2014,4,3,0.533630841,14,100
2014,4,3,0.533630841,15,100
2014,4,3,0.533630841,23,100
2014,4,3,0.533630841,10,102
2014,4,3,0.533630841,11,102
2014,4,3,0.533630841,11,102
2014,4,3,0.533630841,11,102
2014,4,3,0.533630841,10,104
2014,4,3,0.533630841,11,104
2014,4,3,0.533630841,11,104
2014,4,3,0.533630841,14,104
2014,4,3,0.533630841,12,106
2014,4,3,0.533630841,13,106
2014,4,3,0.533630841,11,108
2014,4,3,0.533630841,11,108
2014,4,3,0.533630841,13,108
2014,4,3,0.533630841,13,108
2014,4,3,0.533630841,17,108
2014,4,3,0.533630841,18,108
2014,4,3,0.533630841,27,108
2014,4,3,0.533630841,10,110
2014,4,3,0.533630841,11,110
2014,4,3,0.533630841,12,110
2014,4,3,0.533630841,12,110
2014,4,3,0.533630841,14,110
2014,4,3,0.533630841,16,110
2014,4,3,0.533630841,13,114
2014,4,3,0.533630841,14,114
2014,4,3,0.533630841,14,114
2014,4,3,0.533630841,15,114
2014,4,3,0.533630841,10,116
2014,4,3,0.533630841,13,116
2014,4,3,0.533630841,13,116
2014,4,3,0.533630841,15,116
2014,4,3,0.533630841,15,116
2014,4,3,0.533630841,17,116
2014,4,3,0.533630841,11,118
2014,4,3,0.533630841,14,118
2014,4,3,0.533630841,15,118
2014,4,3,0.533630841,14,120
2014,4,3,0.533630841,18,120
2014,4,3,0.533630841,19,120
2014,4,3,0.533630841,11,122
2014,4,3,0.533630841,15,122
2014,4,3,0.533630841,15,122
2014,4,3,0.533630841,18,122
2014,4,3,0.533630841,22,122
2014,4,3,0.533630841,14,124
2014,4,3,0.533630841,20,126
2014,4,3,0.533630841,20,126
2014,4,3,0.533630841,21,128
2014,4,3,0.533630841,18,130
2014,4,3,0.533630841,18,130
2014,4,3,0.533630841,18,130
2014,4,3,0.533630841,19,130
2014,4,3,0.533630841,22,130
2014,4,3,0.533630841,26,130
2014,4,3,0.533630841,17,132
2014,4,3,0.533630841,22,132
2014,4,3,0.533630841,22,136
2014,4,3,0.533630841,26,136
2014,4,3,0.533630841,29,138
