rel.group,area,year,season,program,length,lendist
27,3,2007,4,PTTP,158,0
27,3,2007,4,PTTP,160,0
27,3,2007,4,PTTP,162,0
27,3,2007,4,PTTP,164,0
27,3,2007,4,PTTP,166,0
27,3,2007,4,PTTP,168,0
27,3,2007,4,PTTP,170,0
27,3,2007,4,PTTP,172,0
27,3,2007,4,PTTP,174,0
27,3,2007,4,PTTP,176,0
27,3,2007,4,PTTP,178,0
27,3,2007,4,PTTP,180,0
27,3,2007,4,PTTP,182,0
27,3,2007,4,PTTP,184,0
27,3,2007,4,PTTP,186,0
27,3,2007,4,PTTP,188,0
27,3,2007,4,PTTP,190,0
27,3,2007,4,PTTP,192,0
27,3,2007,4,PTTP,194,0
27,3,2007,4,PTTP,196,0
27,3,2007,4,PTTP,198,0
28,3,2008,1,PTTP,10,0
28,3,2008,1,PTTP,12,0
28,3,2008,1,PTTP,14,0
28,3,2008,1,PTTP,16,0
28,3,2008,1,PTTP,18,0
28,3,2008,1,PTTP,20,0
28,3,2008,1,PTTP,22,0
28,3,2008,1,PTTP,24,0
28,3,2008,1,PTTP,26,0.533780776131591
28,3,2008,1,PTTP,28,3.20268465678954
28,3,2008,1,PTTP,30,44.303804418922
28,3,2008,1,PTTP,32,31.4930657917638
28,3,2008,1,PTTP,34,49.1078314041063
28,3,2008,1,PTTP,36,30.4255042395007
28,3,2008,1,PTTP,38,30.4255042395007
28,3,2008,1,PTTP,40,13.8783001794214
28,3,2008,1,PTTP,42,1.60134232839477
28,3,2008,1,PTTP,44,1.06756155226318
28,3,2008,1,PTTP,46,1.06756155226318
28,3,2008,1,PTTP,48,1
28,3,2008,1,PTTP,50,0
28,3,2008,1,PTTP,52,0
28,3,2008,1,PTTP,54,0.533780776131591
28,3,2008,1,PTTP,56,0.533780776131591
28,3,2008,1,PTTP,58,0
28,3,2008,1,PTTP,60,0.533780776131591
28,3,2008,1,PTTP,62,0
28,3,2008,1,PTTP,64,0.533780776131591
28,3,2008,1,PTTP,66,0
28,3,2008,1,PTTP,68,0
28,3,2008,1,PTTP,70,0
28,3,2008,1,PTTP,72,0
28,3,2008,1,PTTP,74,0
28,3,2008,1,PTTP,76,0
28,3,2008,1,PTTP,78,0
28,3,2008,1,PTTP,80,0
28,3,2008,1,PTTP,82,0
28,3,2008,1,PTTP,84,0
28,3,2008,1,PTTP,86,0
28,3,2008,1,PTTP,88,0
28,3,2008,1,PTTP,90,0
28,3,2008,1,PTTP,92,0
28,3,2008,1,PTTP,94,0
28,3,2008,1,PTTP,96,0
28,3,2008,1,PTTP,98,0
28,3,2008,1,PTTP,100,0
28,3,2008,1,PTTP,102,0
28,3,2008,1,PTTP,104,0
28,3,2008,1,PTTP,106,0
28,3,2008,1,PTTP,108,0
28,3,2008,1,PTTP,110,0
28,3,2008,1,PTTP,112,0
28,3,2008,1,PTTP,114,0
28,3,2008,1,PTTP,116,0
28,3,2008,1,PTTP,118,0
28,3,2008,1,PTTP,120,0
28,3,2008,1,PTTP,122,0
28,3,2008,1,PTTP,124,0
28,3,2008,1,PTTP,126,0
28,3,2008,1,PTTP,128,0
28,3,2008,1,PTTP,130,0
28,3,2008,1,PTTP,132,0
28,3,2008,1,PTTP,134,0
28,3,2008,1,PTTP,136,0
28,3,2008,1,PTTP,138,0
28,3,2008,1,PTTP,140,0
28,3,2008,1,PTTP,142,0
28,3,2008,1,PTTP,144,0
28,3,2008,1,PTTP,146,0
28,3,2008,1,PTTP,148,0
28,3,2008,1,PTTP,150,0
28,3,2008,1,PTTP,152,0
28,3,2008,1,PTTP,154,0
28,3,2008,1,PTTP,156,0
28,3,2008,1,PTTP,158,0
28,3,2008,1,PTTP,160,0
28,3,2008,1,PTTP,162,0
28,3,2008,1,PTTP,164,0
28,3,2008,1,PTTP,166,0
28,3,2008,1,PTTP,168,0
28,3,2008,1,PTTP,170,0
28,3,2008,1,PTTP,172,0
28,3,2008,1,PTTP,174,0
28,3,2008,1,PTTP,176,0
28,3,2008,1,PTTP,178,0
28,3,2008,1,PTTP,180,0
28,3,2008,1,PTTP,182,0
28,3,2008,1,PTTP,184,0
28,3,2008,1,PTTP,186,0
28,3,2008,1,PTTP,188,0
28,3,2008,1,PTTP,190,0
28,3,2008,1,PTTP,192,0
28,3,2008,1,PTTP,194,0
28,3,2008,1,PTTP,196,0
28,3,2008,1,PTTP,198,0
29,3,2008,2,PTTP,10,0
29,3,2008,2,PTTP,12,0
29,3,2008,2,PTTP,14,0
29,3,2008,2,PTTP,16,0
29,3,2008,2,PTTP,18,0
29,3,2008,2,PTTP,20,0
29,3,2008,2,PTTP,22,0
29,3,2008,2,PTTP,24,0
29,3,2008,2,PTTP,26,0
29,3,2008,2,PTTP,28,0.525524141093443
29,3,2008,2,PTTP,30,16.2912483738967
29,3,2008,2,PTTP,32,14.7146759506164
29,3,2008,2,PTTP,34,8.93391039858854
29,3,2008,2,PTTP,36,8.4083862574951
29,3,2008,2,PTTP,38,5.78076555202788
29,3,2008,2,PTTP,40,8.4083862574951
29,3,2008,2,PTTP,42,2.62762070546722
29,3,2008,2,PTTP,44,0
29,3,2008,2,PTTP,46,1.05104828218689
29,3,2008,2,PTTP,48,2.10209656437377
29,3,2008,2,PTTP,50,1.57657242328033
29,3,2008,2,PTTP,52,5
29,3,2008,2,PTTP,54,2
29,3,2008,2,PTTP,56,5.25524141093443
29,3,2008,2,PTTP,58,11
29,3,2008,2,PTTP,60,22.5975380670181
29,3,2008,2,PTTP,62,32.5824967477935
29,3,2008,2,PTTP,64,11.5615311040558
29,3,2008,2,PTTP,66,3.6786689876541
29,3,2008,2,PTTP,68,1.57657242328033
29,3,2008,2,PTTP,70,0.525524141093443
29,3,2008,2,PTTP,72,4.20419312874755
29,3,2008,2,PTTP,74,1.05104828218689
29,3,2008,2,PTTP,76,0
29,3,2008,2,PTTP,78,0
29,3,2008,2,PTTP,80,0.525524141093443
29,3,2008,2,PTTP,82,0
29,3,2008,2,PTTP,84,0
29,3,2008,2,PTTP,86,0
29,3,2008,2,PTTP,88,0
29,3,2008,2,PTTP,90,0
29,3,2008,2,PTTP,92,0
29,3,2008,2,PTTP,94,0
29,3,2008,2,PTTP,96,0
29,3,2008,2,PTTP,98,0
29,3,2008,2,PTTP,100,0
29,3,2008,2,PTTP,102,0
29,3,2008,2,PTTP,104,0
29,3,2008,2,PTTP,106,0
29,3,2008,2,PTTP,108,0
29,3,2008,2,PTTP,110,0
29,3,2008,2,PTTP,112,0
29,3,2008,2,PTTP,114,0
29,3,2008,2,PTTP,116,0
29,3,2008,2,PTTP,118,0
29,3,2008,2,PTTP,120,0
29,3,2008,2,PTTP,122,0
29,3,2008,2,PTTP,124,0
29,3,2008,2,PTTP,126,0
29,3,2008,2,PTTP,128,0
29,3,2008,2,PTTP,130,0
29,3,2008,2,PTTP,132,0
29,3,2008,2,PTTP,134,0
29,3,2008,2,PTTP,136,0
29,3,2008,2,PTTP,138,0
29,3,2008,2,PTTP,140,0
29,3,2008,2,PTTP,142,0
29,3,2008,2,PTTP,144,0
29,3,2008,2,PTTP,146,0
29,3,2008,2,PTTP,148,0
29,3,2008,2,PTTP,150,0
29,3,2008,2,PTTP,152,0
29,3,2008,2,PTTP,154,0
29,3,2008,2,PTTP,156,0
29,3,2008,2,PTTP,158,0
29,3,2008,2,PTTP,160,0
29,3,2008,2,PTTP,162,0
29,3,2008,2,PTTP,164,0
29,3,2008,2,PTTP,166,0
29,3,2008,2,PTTP,168,0
29,3,2008,2,PTTP,170,0
29,3,2008,2,PTTP,172,0
29,3,2008,2,PTTP,174,0
29,3,2008,2,PTTP,176,0
29,3,2008,2,PTTP,178,0
29,3,2008,2,PTTP,180,0
29,3,2008,2,PTTP,182,0
29,3,2008,2,PTTP,184,0
29,3,2008,2,PTTP,186,0
29,3,2008,2,PTTP,188,0
29,3,2008,2,PTTP,190,0
29,3,2008,2,PTTP,192,0
29,3,2008,2,PTTP,194,0
29,3,2008,2,PTTP,196,0
29,3,2008,2,PTTP,198,0
30,3,2008,3,PTTP,10,0
30,3,2008,3,PTTP,12,0
30,3,2008,3,PTTP,14,0
30,3,2008,3,PTTP,16,0
30,3,2008,3,PTTP,18,0
30,3,2008,3,PTTP,20,0
30,3,2008,3,PTTP,22,0
30,3,2008,3,PTTP,24,0
30,3,2008,3,PTTP,26,0
30,3,2008,3,PTTP,28,0.443537245668011
30,3,2008,3,PTTP,30,19.9591760550605
30,3,2008,3,PTTP,32,6.65305868502016
30,3,2008,3,PTTP,34,7.09659593068817
30,3,2008,3,PTTP,36,4.43537245668011
30,3,2008,3,PTTP,38,0.443537245668011
30,3,2008,3,PTTP,40,1.33061173700403
30,3,2008,3,PTTP,42,0.443537245668011
30,3,2008,3,PTTP,44,0
30,3,2008,3,PTTP,46,0
30,3,2008,3,PTTP,48,0
30,3,2008,3,PTTP,50,0
30,3,2008,3,PTTP,52,0
30,3,2008,3,PTTP,54,0
30,3,2008,3,PTTP,56,0
30,3,2008,3,PTTP,58,0
30,3,2008,3,PTTP,60,0
30,3,2008,3,PTTP,62,0
30,3,2008,3,PTTP,64,0
30,3,2008,3,PTTP,66,0
30,3,2008,3,PTTP,68,0
30,3,2008,3,PTTP,70,0
30,3,2008,3,PTTP,72,0
30,3,2008,3,PTTP,74,0
30,3,2008,3,PTTP,76,0
30,3,2008,3,PTTP,78,0
30,3,2008,3,PTTP,80,0
30,3,2008,3,PTTP,82,0
30,3,2008,3,PTTP,84,0
30,3,2008,3,PTTP,86,0
30,3,2008,3,PTTP,88,0
30,3,2008,3,PTTP,90,0
30,3,2008,3,PTTP,92,0
30,3,2008,3,PTTP,94,0
30,3,2008,3,PTTP,96,0
30,3,2008,3,PTTP,98,0
30,3,2008,3,PTTP,100,0
30,3,2008,3,PTTP,102,0
30,3,2008,3,PTTP,104,0
30,3,2008,3,PTTP,106,0
30,3,2008,3,PTTP,108,0
30,3,2008,3,PTTP,110,0
30,3,2008,3,PTTP,112,0
30,3,2008,3,PTTP,114,0
30,3,2008,3,PTTP,116,0
30,3,2008,3,PTTP,118,0
30,3,2008,3,PTTP,120,0
30,3,2008,3,PTTP,122,0
30,3,2008,3,PTTP,124,0
30,3,2008,3,PTTP,126,0
30,3,2008,3,PTTP,128,0
30,3,2008,3,PTTP,130,0
30,3,2008,3,PTTP,132,0
30,3,2008,3,PTTP,134,0
30,3,2008,3,PTTP,136,0
30,3,2008,3,PTTP,138,0
30,3,2008,3,PTTP,140,0
30,3,2008,3,PTTP,142,0
30,3,2008,3,PTTP,144,0
30,3,2008,3,PTTP,146,0
30,3,2008,3,PTTP,148,0
30,3,2008,3,PTTP,150,0
30,3,2008,3,PTTP,152,0
30,3,2008,3,PTTP,154,0
30,3,2008,3,PTTP,156,0
30,3,2008,3,PTTP,158,0
30,3,2008,3,PTTP,160,0
30,3,2008,3,PTTP,162,0
30,3,2008,3,PTTP,164,0
30,3,2008,3,PTTP,166,0
30,3,2008,3,PTTP,168,0
30,3,2008,3,PTTP,170,0
30,3,2008,3,PTTP,172,0
30,3,2008,3,PTTP,174,0
30,3,2008,3,PTTP,176,0
30,3,2008,3,PTTP,178,0
30,3,2008,3,PTTP,180,0
30,3,2008,3,PTTP,182,0
30,3,2008,3,PTTP,184,0
30,3,2008,3,PTTP,186,0
30,3,2008,3,PTTP,188,0
30,3,2008,3,PTTP,190,0
30,3,2008,3,PTTP,192,0
30,3,2008,3,PTTP,194,0
30,3,2008,3,PTTP,196,0
30,3,2008,3,PTTP,198,0
31,3,2008,4,PTTP,10,0
31,3,2008,4,PTTP,12,0
31,3,2008,4,PTTP,14,0
31,3,2008,4,PTTP,16,0
31,3,2008,4,PTTP,18,0
31,3,2008,4,PTTP,20,0
31,3,2008,4,PTTP,22,0
31,3,2008,4,PTTP,24,0
31,3,2008,4,PTTP,26,0
31,3,2008,4,PTTP,28,0
31,3,2008,4,PTTP,30,10.4583411530866
31,3,2008,4,PTTP,32,28.1920500648422
31,3,2008,4,PTTP,34,51.8369952805163
31,3,2008,4,PTTP,36,14.0960250324211
31,3,2008,4,PTTP,38,6.36594678883534
31,3,2008,4,PTTP,40,5.45652581900172
31,3,2008,4,PTTP,42,18.6431298815892
31,3,2008,4,PTTP,44,25.9184976402582
31,3,2008,4,PTTP,46,32.7391549140103
31,3,2008,4,PTTP,48,27.7373395799254
31,3,2008,4,PTTP,50,28.1920500648422
31,3,2008,4,PTTP,52,15.4601564871715
31,3,2008,4,PTTP,54,4.5471048491681
31,3,2008,4,PTTP,56,4.5471048491681
31,3,2008,4,PTTP,58,3
31,3,2008,4,PTTP,60,1
31,3,2008,4,PTTP,62,2
31,3,2008,4,PTTP,64,0.90942096983362
31,3,2008,4,PTTP,66,0
31,3,2008,4,PTTP,68,1.36413145475043
31,3,2008,4,PTTP,70,0
31,3,2008,4,PTTP,72,0
31,3,2008,4,PTTP,74,0
31,3,2008,4,PTTP,76,0
31,3,2008,4,PTTP,78,0
31,3,2008,4,PTTP,80,0
31,3,2008,4,PTTP,82,0
31,3,2008,4,PTTP,84,0
31,3,2008,4,PTTP,86,0
31,3,2008,4,PTTP,88,0
31,3,2008,4,PTTP,90,0
31,3,2008,4,PTTP,92,0
31,3,2008,4,PTTP,94,0
31,3,2008,4,PTTP,96,0
31,3,2008,4,PTTP,98,0
31,3,2008,4,PTTP,100,0
31,3,2008,4,PTTP,102,0
31,3,2008,4,PTTP,104,0
31,3,2008,4,PTTP,106,0
31,3,2008,4,PTTP,108,0
31,3,2008,4,PTTP,110,0
31,3,2008,4,PTTP,112,0
31,3,2008,4,PTTP,114,0
31,3,2008,4,PTTP,116,0
31,3,2008,4,PTTP,118,0
31,3,2008,4,PTTP,120,0
31,3,2008,4,PTTP,122,0
31,3,2008,4,PTTP,124,0
31,3,2008,4,PTTP,126,0
31,3,2008,4,PTTP,128,0
31,3,2008,4,PTTP,130,0
31,3,2008,4,PTTP,132,0
31,3,2008,4,PTTP,134,0
31,3,2008,4,PTTP,136,0
31,3,2008,4,PTTP,138,0
31,3,2008,4,PTTP,140,0
31,3,2008,4,PTTP,142,0
31,3,2008,4,PTTP,144,0
31,3,2008,4,PTTP,146,0
31,3,2008,4,PTTP,148,0
31,3,2008,4,PTTP,150,0
31,3,2008,4,PTTP,152,0
31,3,2008,4,PTTP,154,0
31,3,2008,4,PTTP,156,0
31,3,2008,4,PTTP,158,0
31,3,2008,4,PTTP,160,0
31,3,2008,4,PTTP,162,0
31,3,2008,4,PTTP,164,0
31,3,2008,4,PTTP,166,0
31,3,2008,4,PTTP,168,0
31,3,2008,4,PTTP,170,0
31,3,2008,4,PTTP,172,0
31,3,2008,4,PTTP,174,0
31,3,2008,4,PTTP,176,0
31,3,2008,4,PTTP,178,0
31,3,2008,4,PTTP,180,0
31,3,2008,4,PTTP,182,0
31,3,2008,4,PTTP,184,0
31,3,2008,4,PTTP,186,0
31,3,2008,4,PTTP,188,0
31,3,2008,4,PTTP,190,0
31,3,2008,4,PTTP,192,0
31,3,2008,4,PTTP,194,0
31,3,2008,4,PTTP,196,0
31,3,2008,4,PTTP,198,0
32,3,2009,1,PTTP,10,0
32,3,2009,1,PTTP,12,0
32,3,2009,1,PTTP,14,0
32,3,2009,1,PTTP,16,0
32,3,2009,1,PTTP,18,0
32,3,2009,1,PTTP,20,0
32,3,2009,1,PTTP,22,0
32,3,2009,1,PTTP,24,0
32,3,2009,1,PTTP,26,0
32,3,2009,1,PTTP,28,1.79541583831559
32,3,2009,1,PTTP,30,4.18930362273638
32,3,2009,1,PTTP,32,6.58319140715718
32,3,2009,1,PTTP,34,7.78013529936757
32,3,2009,1,PTTP,36,1.1969438922104
32,3,2009,1,PTTP,38,1.1969438922104
32,3,2009,1,PTTP,40,1.1969438922104
32,3,2009,1,PTTP,42,2.99235973052599
32,3,2009,1,PTTP,44,10.7724950298936
32,3,2009,1,PTTP,46,31.7190131435755
32,3,2009,1,PTTP,48,61.0441385027302
32,3,2009,1,PTTP,50,51.468587365047
32,3,2009,1,PTTP,52,28.7266534130495
32,3,2009,1,PTTP,54,19.1511022753663
32,3,2009,1,PTTP,56,12.5679108682092
32,3,2009,1,PTTP,58,7.78013529936757
32,3,2009,1,PTTP,60,2.39388778442079
32,3,2009,1,PTTP,62,0
32,3,2009,1,PTTP,64,0.598471946105198
32,3,2009,1,PTTP,66,0
32,3,2009,1,PTTP,68,0
32,3,2009,1,PTTP,70,0
32,3,2009,1,PTTP,72,0
32,3,2009,1,PTTP,74,0
32,3,2009,1,PTTP,76,0
32,3,2009,1,PTTP,78,0
32,3,2009,1,PTTP,80,0
32,3,2009,1,PTTP,82,0
32,3,2009,1,PTTP,84,0
32,3,2009,1,PTTP,86,0
32,3,2009,1,PTTP,88,0
32,3,2009,1,PTTP,90,0
32,3,2009,1,PTTP,92,0
32,3,2009,1,PTTP,94,0
32,3,2009,1,PTTP,96,0
32,3,2009,1,PTTP,98,0
32,3,2009,1,PTTP,100,0
32,3,2009,1,PTTP,102,0
32,3,2009,1,PTTP,104,0
32,3,2009,1,PTTP,106,0
32,3,2009,1,PTTP,108,0
32,3,2009,1,PTTP,110,0
32,3,2009,1,PTTP,112,0
32,3,2009,1,PTTP,114,0
32,3,2009,1,PTTP,116,0
32,3,2009,1,PTTP,118,0
32,3,2009,1,PTTP,120,0
32,3,2009,1,PTTP,122,0
32,3,2009,1,PTTP,124,0
32,3,2009,1,PTTP,126,0
32,3,2009,1,PTTP,128,0
32,3,2009,1,PTTP,130,0
32,3,2009,1,PTTP,132,0
32,3,2009,1,PTTP,134,0
32,3,2009,1,PTTP,136,0
32,3,2009,1,PTTP,138,0
32,3,2009,1,PTTP,140,0
32,3,2009,1,PTTP,142,0
32,3,2009,1,PTTP,144,0
32,3,2009,1,PTTP,146,0
32,3,2009,1,PTTP,148,0
32,3,2009,1,PTTP,150,0
32,3,2009,1,PTTP,152,0
32,3,2009,1,PTTP,154,0
32,3,2009,1,PTTP,156,0
32,3,2009,1,PTTP,158,0
32,3,2009,1,PTTP,160,0
32,3,2009,1,PTTP,162,0
32,3,2009,1,PTTP,164,0
32,3,2009,1,PTTP,166,0
32,3,2009,1,PTTP,168,0
32,3,2009,1,PTTP,170,0
32,3,2009,1,PTTP,172,0
32,3,2009,1,PTTP,174,0
32,3,2009,1,PTTP,176,0
32,3,2009,1,PTTP,178,0
32,3,2009,1,PTTP,180,0
32,3,2009,1,PTTP,182,0
32,3,2009,1,PTTP,184,0
32,3,2009,1,PTTP,186,0
32,3,2009,1,PTTP,188,0
32,3,2009,1,PTTP,190,0
32,3,2009,1,PTTP,192,0
32,3,2009,1,PTTP,194,0
32,3,2009,1,PTTP,196,0
32,3,2009,1,PTTP,198,0
33,3,2009,2,PTTP,10,0
33,3,2009,2,PTTP,12,0
33,3,2009,2,PTTP,14,0
33,3,2009,2,PTTP,16,0
33,3,2009,2,PTTP,18,0
33,3,2009,2,PTTP,20,0
33,3,2009,2,PTTP,22,0
33,3,2009,2,PTTP,24,0
33,3,2009,2,PTTP,26,0
33,3,2009,2,PTTP,28,0
33,3,2009,2,PTTP,30,0.981597768644407
33,3,2009,2,PTTP,32,0
33,3,2009,2,PTTP,34,1.96319553728881
33,3,2009,2,PTTP,36,0
33,3,2009,2,PTTP,38,1.96319553728881
33,3,2009,2,PTTP,40,11.7791732237329
33,3,2009,2,PTTP,42,58.8958661186644
33,3,2009,2,PTTP,44,65.7670504991753
33,3,2009,2,PTTP,46,46.1350951262871
33,3,2009,2,PTTP,48,38.2823129771319
33,3,2009,2,PTTP,50,27.4847375220434
33,3,2009,2,PTTP,52,13.2515698766995
33,3,2009,2,PTTP,54,15.2147654139883
33,3,2009,2,PTTP,56,21.1043520258548
33,3,2009,2,PTTP,58,20.1227542572103
33,3,2009,2,PTTP,60,39.7547096300985
33,3,2009,2,PTTP,62,36.8099163241653
33,3,2009,2,PTTP,64,50.552285085187
33,3,2009,2,PTTP,66,65.2762516148531
33,3,2009,2,PTTP,68,55.9510728127312
33,3,2009,2,PTTP,70,76.0738270699416
33,3,2009,2,PTTP,72,82.4542125661302
33,3,2009,2,PTTP,74,101.104570170374
33,3,2009,2,PTTP,76,124.66291661784
33,3,2009,2,PTTP,78,118.773330005973
33,3,2009,2,PTTP,80,91.7793913682521
33,3,2009,2,PTTP,82,57.4234694656978
33,3,2009,2,PTTP,84,30.4295308279766
33,3,2009,2,PTTP,86,17.1779609512771
33,3,2009,2,PTTP,88,10.3067765707663
33,3,2009,2,PTTP,90,8.83437991779966
33,3,2009,2,PTTP,92,7.85278214915526
33,3,2009,2,PTTP,94,6.87118438051085
33,3,2009,2,PTTP,96,0.981597768644407
33,3,2009,2,PTTP,98,1.47239665296661
33,3,2009,2,PTTP,100,4.90798884322204
33,3,2009,2,PTTP,102,0
33,3,2009,2,PTTP,104,0.490798884322204
33,3,2009,2,PTTP,106,0
33,3,2009,2,PTTP,108,0
33,3,2009,2,PTTP,110,0
33,3,2009,2,PTTP,112,0
33,3,2009,2,PTTP,114,0
33,3,2009,2,PTTP,116,0
33,3,2009,2,PTTP,118,0
33,3,2009,2,PTTP,120,0
33,3,2009,2,PTTP,122,0
33,3,2009,2,PTTP,124,0
33,3,2009,2,PTTP,126,0
33,3,2009,2,PTTP,128,0
33,3,2009,2,PTTP,130,0
33,3,2009,2,PTTP,132,0
33,3,2009,2,PTTP,134,0
33,3,2009,2,PTTP,136,0
33,3,2009,2,PTTP,138,0
33,3,2009,2,PTTP,140,0
33,3,2009,2,PTTP,142,0
33,3,2009,2,PTTP,144,0
33,3,2009,2,PTTP,146,0
33,3,2009,2,PTTP,148,0
33,3,2009,2,PTTP,150,0
33,3,2009,2,PTTP,152,0
33,3,2009,2,PTTP,154,0
33,3,2009,2,PTTP,156,0
33,3,2009,2,PTTP,158,0
33,3,2009,2,PTTP,160,0
33,3,2009,2,PTTP,162,0
33,3,2009,2,PTTP,164,0
33,3,2009,2,PTTP,166,0
33,3,2009,2,PTTP,168,0
33,3,2009,2,PTTP,170,0
33,3,2009,2,PTTP,172,0
33,3,2009,2,PTTP,174,0
33,3,2009,2,PTTP,176,0
33,3,2009,2,PTTP,178,0
33,3,2009,2,PTTP,180,0
33,3,2009,2,PTTP,182,0
33,3,2009,2,PTTP,184,0
33,3,2009,2,PTTP,186,0
33,3,2009,2,PTTP,188,0
33,3,2009,2,PTTP,190,0
33,3,2009,2,PTTP,192,0
33,3,2009,2,PTTP,194,0
33,3,2009,2,PTTP,196,0
33,3,2009,2,PTTP,198,0
34,3,2009,3,PTTP,10,0
34,3,2009,3,PTTP,12,0
34,3,2009,3,PTTP,14,0
34,3,2009,3,PTTP,16,0
34,3,2009,3,PTTP,18,0
34,3,2009,3,PTTP,20,0
34,3,2009,3,PTTP,22,0
34,3,2009,3,PTTP,24,0
34,3,2009,3,PTTP,26,0
34,3,2009,3,PTTP,28,0
34,3,2009,3,PTTP,30,0.595837750610652
34,3,2009,3,PTTP,32,3.57502650366391
34,3,2009,3,PTTP,34,2.38335100244261
34,3,2009,3,PTTP,36,2.38335100244261
34,3,2009,3,PTTP,38,1.78751325183196
34,3,2009,3,PTTP,40,4.76670200488522
34,3,2009,3,PTTP,42,1.78751325183196
34,3,2009,3,PTTP,44,2
34,3,2009,3,PTTP,46,0
34,3,2009,3,PTTP,48,1
34,3,2009,3,PTTP,50,1.78751325183196
34,3,2009,3,PTTP,52,0.595837750610652
34,3,2009,3,PTTP,54,0
34,3,2009,3,PTTP,56,1
34,3,2009,3,PTTP,58,1.1916755012213
34,3,2009,3,PTTP,60,0
34,3,2009,3,PTTP,62,0
34,3,2009,3,PTTP,64,0
34,3,2009,3,PTTP,66,0
34,3,2009,3,PTTP,68,0
34,3,2009,3,PTTP,70,0
34,3,2009,3,PTTP,72,0
34,3,2009,3,PTTP,74,0
34,3,2009,3,PTTP,76,0
34,3,2009,3,PTTP,78,0
34,3,2009,3,PTTP,80,0
34,3,2009,3,PTTP,82,0
34,3,2009,3,PTTP,84,0
34,3,2009,3,PTTP,86,0
34,3,2009,3,PTTP,88,0
34,3,2009,3,PTTP,90,0
34,3,2009,3,PTTP,92,0
34,3,2009,3,PTTP,94,0
34,3,2009,3,PTTP,96,0
34,3,2009,3,PTTP,98,0
34,3,2009,3,PTTP,100,0
34,3,2009,3,PTTP,102,0
34,3,2009,3,PTTP,104,0
34,3,2009,3,PTTP,106,0
34,3,2009,3,PTTP,108,0
34,3,2009,3,PTTP,110,0
34,3,2009,3,PTTP,112,0
34,3,2009,3,PTTP,114,0
34,3,2009,3,PTTP,116,0
34,3,2009,3,PTTP,118,0
34,3,2009,3,PTTP,120,0
34,3,2009,3,PTTP,122,0
34,3,2009,3,PTTP,124,0
34,3,2009,3,PTTP,126,0
34,3,2009,3,PTTP,128,0
34,3,2009,3,PTTP,130,0
34,3,2009,3,PTTP,132,0
34,3,2009,3,PTTP,134,0
34,3,2009,3,PTTP,136,0
34,3,2009,3,PTTP,138,0
34,3,2009,3,PTTP,140,0
34,3,2009,3,PTTP,142,0
34,3,2009,3,PTTP,144,0
34,3,2009,3,PTTP,146,0
34,3,2009,3,PTTP,148,0
34,3,2009,3,PTTP,150,0
34,3,2009,3,PTTP,152,0
34,3,2009,3,PTTP,154,0
34,3,2009,3,PTTP,156,0
34,3,2009,3,PTTP,158,0
34,3,2009,3,PTTP,160,0
34,3,2009,3,PTTP,162,0
34,3,2009,3,PTTP,164,0
34,3,2009,3,PTTP,166,0
34,3,2009,3,PTTP,168,0
34,3,2009,3,PTTP,170,0
34,3,2009,3,PTTP,172,0
34,3,2009,3,PTTP,174,0
34,3,2009,3,PTTP,176,0
34,3,2009,3,PTTP,178,0
34,3,2009,3,PTTP,180,0
34,3,2009,3,PTTP,182,0
34,3,2009,3,PTTP,184,0
34,3,2009,3,PTTP,186,0
34,3,2009,3,PTTP,188,0
34,3,2009,3,PTTP,190,0
34,3,2009,3,PTTP,192,0
34,3,2009,3,PTTP,194,0
34,3,2009,3,PTTP,196,0
34,3,2009,3,PTTP,198,0
35,3,2009,4,PTTP,10,0
35,3,2009,4,PTTP,12,0
35,3,2009,4,PTTP,14,0
35,3,2009,4,PTTP,16,0
35,3,2009,4,PTTP,18,0
35,3,2009,4,PTTP,20,0
35,3,2009,4,PTTP,22,0
35,3,2009,4,PTTP,24,0
35,3,2009,4,PTTP,26,0
35,3,2009,4,PTTP,28,0
35,3,2009,4,PTTP,30,0.505797722959633
35,3,2009,4,PTTP,32,1
35,3,2009,4,PTTP,34,5.56377495255597
35,3,2009,4,PTTP,36,8.09276356735413
35,3,2009,4,PTTP,38,5.56377495255597
35,3,2009,4,PTTP,40,13.1507407969505
35,3,2009,4,PTTP,42,22.2550998102239
35,3,2009,4,PTTP,44,8.09276356735413
35,3,2009,4,PTTP,46,14.6681339658294
35,3,2009,4,PTTP,48,26.8072793168606
35,3,2009,4,PTTP,50,14.6681339658294
35,3,2009,4,PTTP,52,9.1043590132734
35,3,2009,4,PTTP,54,9.1043590132734
35,3,2009,4,PTTP,56,3.54058406071743
35,3,2009,4,PTTP,58,8.09276356735413
35,3,2009,4,PTTP,60,6.57537039847523
35,3,2009,4,PTTP,62,18.7145157495064
35,3,2009,4,PTTP,64,20.737706641345
35,3,2009,4,PTTP,66,28.3246724857395
35,3,2009,4,PTTP,68,24.784088425022
35,3,2009,4,PTTP,70,11.6333476280716
35,3,2009,4,PTTP,72,4.5521795066367
35,3,2009,4,PTTP,74,5.56377495255597
35,3,2009,4,PTTP,76,3.0347863377578
35,3,2009,4,PTTP,78,0.505797722959633
35,3,2009,4,PTTP,80,1.01159544591927
35,3,2009,4,PTTP,82,0
35,3,2009,4,PTTP,84,0
35,3,2009,4,PTTP,86,0
35,3,2009,4,PTTP,88,0
35,3,2009,4,PTTP,90,0
