"Index","Parameter","Estimate","L_bound","U_bound","Gradient","Note"
1047,"region_rec_diffs(4,118)",-0.22850421,-3,3,7.6950217e-07,""
1048,"region_rec_diffs(4,119)",0.36212261,-3,3,-6.6997362e-06,""
1049,"region_rec_diffs(4,120)",-1.0480017,-3,3,-4.0086956e-06,""
1050,"region_rec_diffs(4,121)",0.89708576,-3,3,-2.9837824e-06,""
1051,"region_rec_diffs(4,122)",-0.89458067,-3,3,-2.203025e-06,""
1052,"region_rec_diffs(4,123)",1.3010833,-3,3,-1.5129079e-05,""
1053,"region_rec_diffs(4,124)",-0.19499544,-3,3,-2.5335212e-06,""
1054,"region_rec_diffs(4,125)",1.2025168,-3,3,-2.1676888e-05,""
1055,"region_rec_diffs(4,126)",-0.42547818,-3,3,-3.4538864e-06,""
1056,"region_rec_diffs(4,127)",-0.20799682,-3,3,-8.5150545e-06,""
1057,"region_rec_diffs(4,128)",-1.062986,-3,3,-6.6235737e-06,""
1058,"region_rec_diffs(4,129)",-0.87539162,-3,3,-7.1854311e-07,""
1059,"region_rec_diffs(4,130)",-0.4443508,-3,3,1.4148934e-05,""
1060,"region_rec_diffs(4,131)",-0.20519588,-3,3,-2.9216368e-06,""
1061,"region_rec_diffs(4,132)",-0.35024666,-3,3,-2.5456015e-05,""
1062,"region_rec_diffs(4,133)",-1.1473655,-3,3,-7.121122e-06,""
1063,"region_rec_diffs(4,134)",-0.41778955,-3,3,-3.5677722e-06,""
1064,"region_rec_diffs(4,135)",-0.97604146,-3,3,-4.9903048e-06,""
1065,"region_rec_diffs(4,136)",-0.93151463,-3,3,-8.2581069e-06,""
1066,"region_rec_diffs(4,137)",-1.1434584,-3,3,-1.0899607e-05,""
1067,"region_rec_diffs(4,138)",-0.10270101,-3,3,-3.8753791e-07,""
1068,"region_rec_diffs(4,139)",-0.75655067,-3,3,2.0522719e-06,""
1069,"region_rec_diffs(4,140)",-0.51954649,-3,3,2.0317711e-06,""
1070,"region_rec_diffs(4,141)",-1.0187588,-3,3,-2.8857788e-06,""
1071,"region_rec_diffs(4,142)",-0.17488211,-3,3,3.4510618e-07,""
1072,"region_rec_diffs(4,143)",-0.36019969,-3,3,-1.4885729e-06,""
1073,"region_rec_diffs(4,144)",0.37851868,-3,3,2.860169e-07,""
1074,"region_rec_diffs(4,145)",0.00092952,-3,3,7.1131548e-06,""
1075,"region_rec_diffs(4,146)",-0.32027333,-3,3,1.7576903e-06,""
1076,"region_rec_diffs(4,147)",-0.053901578,-3,3,3.0322604e-06,""
1077,"region_rec_diffs(4,148)",-0.73175301,-3,3,-8.198678e-07,""
1078,"region_rec_diffs(4,149)",-0.68242743,-3,3,-3.5764349e-06,""
1079,"region_rec_diffs(4,150)",0.046392572,-3,3,-6.4720383e-07,""
1080,"region_rec_diffs(4,151)",-0.72867703,-3,3,-3.543169e-06,""
1081,"region_rec_diffs(4,152)",-0.38802375,-3,3,5.3696146e-06,""
1082,"region_rec_diffs(4,153)",-0.56313117,-3,3,-4.1219898e-06,""
1083,"region_rec_diffs(4,154)",-0.82208806,-3,3,3.0660445e-06,""
1084,"region_rec_diffs(4,155)",-0.052304124,-3,3,-5.0277583e-06,""
1085,"region_rec_diffs(4,156)",-0.06016111,-3,3,7.5409571e-06,""
1086,"region_rec_diffs(4,157)",0.40830351,-3,3,-2.7169604e-05,""
1087,"region_rec_diffs(4,158)",-0.66215222,-3,3,4.1879268e-06,""
1088,"region_rec_diffs(4,159)",-0.45922632,-3,3,1.8746326e-06,""
1089,"region_rec_diffs(4,160)",-0.47308218,-3,3,5.0752218e-06,""
1090,"region_rec_diffs(4,161)",-0.30370378,-3,3,-3.2703255e-06,""
1091,"region_rec_diffs(4,162)",-0.22515028,-3,3,5.5187707e-06,""
1092,"region_rec_diffs(4,163)",-0.10670501,-3,3,1.0006526e-05,""
1093,"region_rec_diffs(4,164)",0.55977046,-3,3,1.0501092e-05,""
1094,"region_rec_diffs(4,165)",0.059498941,-3,3,-6.4191629e-08,""
1095,"region_rec_diffs(4,166)",-0.10947142,-3,3,1.6117629e-07,""
1096,"region_rec_diffs(4,167)",-0.20537951,-3,3,3.8708192e-06,""
1097,"region_rec_diffs(4,168)",1.7595877,-3,3,-6.3111964e-06,""
1098,"region_rec_diffs(4,169)",0.092091248,-3,3,4.9154873e-06,""
1099,"region_rec_diffs(4,170)",-0.036037238,-3,3,-9.5113471e-06,""
1100,"region_rec_diffs(4,171)",0.21254218,-3,3,-4.3050939e-06,""
1101,"region_rec_diffs(4,172)",1.3041681,-3,3,6.6471097e-06,""
1102,"region_rec_diffs(4,173)",-0.58315076,-3,3,-7.2168365e-07,""
1103,"region_rec_diffs(4,174)",-0.54481752,-3,3,4.5436267e-06,""
1104,"region_rec_diffs(4,175)",-0.22554852,-3,3,2.4813236e-06,""
1105,"region_rec_diffs(4,176)",-0.20288302,-3,3,-7.0748211e-06,""
1106,"region_rec_diffs(4,177)",1.5924843,-3,3,3.9518487e-06,""
1107,"region_rec_diffs(4,178)",-0.73468404,-3,3,-2.2535624e-06,""
1108,"region_rec_diffs(4,179)",-0.50491596,-3,3,5.693871e-07,""
1109,"region_rec_diffs(4,180)",1.0645094,-3,3,-1.1491008e-05,""
1110,"region_rec_diffs(4,181)",0.36608304,-3,3,1.4560551e-05,""
1111,"region_rec_diffs(4,182)",-0.15251417,-3,3,8.9673469e-07,""
1112,"region_rec_diffs(4,183)",-0.32433194,-3,3,-2.7158412e-06,""
1113,"region_rec_diffs(4,184)",-0.43819008,-3,3,2.854552e-06,""
1114,"region_rec_diffs(4,185)",1.9456177,-3,3,-8.8864201e-06,""
1115,"region_rec_diffs(4,186)",0.18459627,-3,3,-1.3700107e-05,""
1116,"region_rec_diffs(4,187)",-0.60413198,-3,3,4.0252641e-06,""
1117,"region_rec_diffs(4,188)",-0.71350377,-3,3,-1.1712911e-05,""
1118,"region_rec_diffs(4,189)",-0.15178637,-3,3,4.2205916e-06,""
1119,"region_rec_diffs(4,190)",-0.44943394,-3,3,1.0048778e-05,""
1120,"region_rec_diffs(4,191)",-0.37364423,-3,3,-1.9291905e-06,""
1121,"region_rec_diffs(4,192)",-1.3639999,-3,3,1.6264185e-06,""
1122,"region_rec_diffs(4,193)",-0.87890011,-3,3,5.723388e-07,""
1123,"region_rec_diffs(4,194)",-0.6282095,-3,3,-1.2255143e-06,""
1124,"region_rec_diffs(4,195)",-0.90205912,-3,3,3.099141e-06,""
1125,"region_rec_diffs(4,196)",-1.6536023,-3,3,2.5996456e-07,""
1126,"region_rec_diffs(4,197)",-0.4332485,-3,3,3.0615984e-07,""
1127,"region_rec_diffs(4,198)",-0.62237482,-3,3,-1.8543974e-06,""
1128,"region_rec_diffs(4,199)",-1.0603815,-3,3,4.2215578e-07,""
1129,"region_rec_diffs(4,200)",0.40056546,-3,3,-7.7688581e-07,""
1130,"region_rec_diffs(4,201)",1.6669484,-3,3,3.1323894e-06,""
1131,"region_rec_diffs(4,202)",-0.027083692,-3,3,4.8563334e-06,""
1132,"region_rec_diffs(4,203)",-1.1386645,-3,3,2.0547812e-06,""
1133,"region_rec_diffs(4,204)",-0.41334691,-3,3,6.0139494e-06,""
1134,"region_rec_diffs(4,205)",0.23525908,-3,3,9.4437012e-06,""
1135,"region_rec_diffs(4,206)",0.76234889,-3,3,-2.706696e-06,""
1136,"region_rec_diffs(4,207)",1.7754425,-3,3,4.1653739e-06,""
1137,"region_rec_diffs(4,208)",0.50351469,-3,3,1.0989709e-05,""
1138,"region_rec_diffs(4,209)",1.7934209,-3,3,-2.6575879e-05,""
1139,"region_rec_diffs(4,210)",-0.71457379,-3,3,4.2282304e-06,""
1140,"region_rec_diffs(4,211)",-0.26452817,-3,3,7.0117268e-06,""
1141,"region_rec_diffs(4,212)",-0.25008173,-3,3,-1.6687893e-05,""
1142,"region_rec_diffs(4,213)",0.12118841,-3,3,-6.4019909e-06,""
1143,"region_rec_diffs(4,214)",1.3091248,-3,3,-7.2401679e-07,""
1144,"region_rec_diffs(4,215)",-0.93192466,-3,3,3.3454541e-06,""
1145,"region_rec_diffs(4,216)",-0.49198072,-3,3,-1.8393437e-06,""
1146,"region_rec_diffs(4,217)",1.4962868,-3,3,-1.1187742e-05,""
1147,"region_rec_diffs(4,218)",1.8856654,-3,3,1.1628038e-05,""
1148,"region_rec_diffs(4,219)",-0.58614252,-3,3,-1.7259102e-06,""
1149,"region_rec_diffs(4,220)",-1.5361144,-3,3,-2.5942574e-06,""
1150,"region_rec_diffs(4,221)",-1.8075363,-3,3,-5.1820873e-07,""
1151,"region_rec_diffs(4,222)",-1.9530307,-3,3,6.6911194e-07,""
1152,"region_rec_diffs(4,223)",-2.5730923,-3,3,-7.8640299e-06,""
1153,"region_rec_diffs(4,224)",-2.4805086,-3,3,-1.0014644e-05,""
1154,"region_rec_diffs(4,225)",-2.0074333,-3,3,8.8795924e-06,""
1155,"region_rec_diffs(4,226)",-1.3047354,-3,3,-7.8158497e-07,""
1156,"region_rec_diffs(4,227)",0.38352509,-3,3,-7.5156314e-06,""
1157,"region_rec_diffs(4,228)",-1.2328763,-3,3,2.8508967e-06,""
1158,"region_rec_diffs(4,229)",-0.084943843,-3,3,-1.1038406e-05,""
1159,"region_rec_diffs(4,230)",0.38669402,-3,3,1.1843717e-05,""
1160,"region_rec_diffs(4,231)",1.5999971,-3,3,5.5012573e-06,""
1161,"region_rec_diffs(4,232)",-0.44202197,-3,3,-1.0839631e-05,""
1162,"region_rec_diffs(4,233)",-0.28521254,-3,3,2.8847173e-07,""
1163,"region_rec_diffs(4,234)",-0.35067891,-3,3,-2.5295118e-06,""
1164,"region_rec_diffs(4,235)",1.5621947,-3,3,-2.197736e-06,""
1165,"region_rec_diffs(4,236)",1.541189,-3,3,-6.2885253e-06,""
1166,"region_rec_diffs(4,237)",-0.79829227,-3,3,-5.358854e-06,""
1167,"region_rec_diffs(4,238)",-1.6748277,-3,3,-4.2254899e-06,""
1168,"region_rec_diffs(4,239)",-2.3460223,-3,3,-5.7687587e-06,""
1169,"region_rec_diffs(4,240)",-2.5472401,-3,3,2.8171251e-06,""
1170,"region_rec_diffs(4,241)",0.28530514,-3,3,-3.5183308e-07,""
1171,"region_rec_diffs(4,242)",0.44206859,-3,3,-3.0604042e-06,""
1172,"region_rec_diffs(4,243)",0.43400588,-3,3,1.3331322e-05,""
1173,"region_rec_diffs(4,244)",-2.0243513,-3,3,-4.7629064e-06,""
1174,"region_rec_diffs(4,245)",-1.5085939,-3,3,-1.0128907e-05,""
1175,"region_rec_diffs(4,246)",-0.62295865,-3,3,3.1010346e-06,""
1176,"region_rec_diffs(4,247)",1.213257,-3,3,9.2419441e-06,""
1177,"region_rec_diffs(4,248)",0.26226705,-3,3,1.7887032e-05,""
1178,"region_rec_diffs(4,249)",-1.3537808,-3,3,-1.9905e-06,""
1179,"region_rec_diffs(4,250)",-1.5202437,-3,3,-1.3251377e-05,""
1180,"region_rec_diffs(4,251)",0.34860694,-3,3,6.7928694e-07,""
1181,"region_rec_diffs(4,252)",0.64829481,-3,3,2.3827745e-05,""
1182,"region_rec_diffs(4,253)",-1.8214234,-3,3,-4.8666324e-07,""
1183,"region_rec_diffs(4,254)",0.39774722,-3,3,6.3503868e-06,""
1184,"region_rec_diffs(4,255)",-0.38173124,-3,3,-4.5997593e-06,""
1185,"region_rec_diffs(4,256)",-2.2263424,-3,3,1.1149711e-06,""
1186,"region_rec_diffs(4,257)",-1.0537846,-3,3,-2.5084143e-06,""
1187,"region_rec_diffs(4,258)",0.94664737,-3,3,3.0666595e-06,""
1188,"region_rec_diffs(4,259)",-0.50494535,-3,3,1.1768998e-05,""
1189,"region_rec_diffs(4,260)",-1.5636327,-3,3,-1.7136136e-06,""
1190,"region_rec_diffs(4,261)",-1.4845431,-3,3,-1.3080788e-06,""
1191,"region_rec_diffs(4,262)",0.32440457,-3,3,-1.6535267e-05,""
1192,"region_rec_diffs(4,263)",0.48823595,-3,3,7.6758641e-06,""
1193,"region_rec_diffs(4,264)",-0.15223854,-3,3,-8.8153305e-06,""
1194,"region_rec_diffs(4,265)",-0.73741438,-3,3,5.5739956e-06,""
1195,"region_rec_diffs(4,266)",0.32574397,-3,3,7.2945187e-06,""
1196,"region_rec_diffs(4,267)",1.0645164,-3,3,-1.3551749e-05,""
1197,"region_rec_diffs(4,268)",-0.52653848,-3,3,-1.2851724e-05,""
1198,"region_rec_diffs(4,269)",0.98751019,-3,3,5.0061142e-06,""
1199,"region_rec_diffs(4,270)",1.0106167,-3,3,2.1345293e-05,""
1200,"region_rec_diffs(4,271)",0.48731007,-3,3,-1.2415704e-05,""
1201,"region_rec_diffs(4,272)",-0.78450887,-3,3,-5.1566075e-07,""
1202,"region_rec_diffs(4,273)",-0.32455861,-3,3,-3.3106182e-06,""
1203,"region_rec_diffs(4,274)",1.5131041,-3,3,-4.924637e-06,""
1204,"region_rec_diffs(4,275)",-1.74665,-3,3,-5.8588156e-08,""
1205,"region_rec_diffs(4,276)",-1.6569991,-3,3,9.0547025e-07,""
1206,"region_rec_diffs(4,277)",-0.52573618,-3,3,2.2237395e-06,""
1207,"region_rec_diffs(4,278)",-0.41350582,-3,3,8.0658823e-06,""
1208,"region_rec_diffs(4,279)",-2.6059771,-3,3,-1.3037194e-05,""
1209,"region_rec_diffs(4,280)",-0.013636923,-3,3,4.6445586e-06,""
1210,"region_rec_diffs(4,281)",-0.74924285,-3,3,-3.8689593e-06,""
1211,"region_rec_diffs(4,282)",-0.76810543,-3,3,-3.7022925e-06,""
1212,"region_rec_diffs(4,283)",0.63945909,-3,3,-1.4099982e-06,""
1213,"region_rec_diffs(4,284)",0.20854411,-3,3,1.1963054e-05,""
1214,"region_rec_diffs(4,285)",0.22391605,-3,3,-3.4911783e-06,""
1215,"region_rec_diffs(4,286)",0.19892779,-3,3,2.193342e-05,""
1216,"region_rec_diffs(4,287)",0.61248157,-3,3,1.6993406e-05,""
1217,"region_rec_diffs(4,288)",1.5480326,-3,3,-5.3479813e-06,""
1218,"region_rec_diffs(4,289)",-0.24253037,-3,3,3.4268741e-06,""
1219,"region_rec_diffs(4,290)",-0.53152347,-3,3,-6.7867844e-06,""
1220,"region_rec_diffs(4,291)",-0.7970125,-3,3,1.3239183e-06,""
1221,"region_rec_diffs(5,1)",0,-3,3,3.010274e-16,""
1222,"region_rec_diffs(5,2)",0.56453055,-3,3,-9.9343952e-06,""
1223,"region_rec_diffs(5,3)",0.47333189,-3,3,1.7950401e-05,""
1224,"region_rec_diffs(5,4)",0.44229035,-3,3,-2.4224669e-05,""
1225,"region_rec_diffs(5,5)",0.45999589,-3,3,3.3262833e-06,""
1226,"region_rec_diffs(5,6)",-0.97638072,-3,3,5.5498919e-07,""
1227,"region_rec_diffs(5,7)",0.0153482,-3,3,-4.500776e-06,""
1228,"region_rec_diffs(5,8)",0.056360577,-3,3,-2.6703452e-06,""
1229,"region_rec_diffs(5,9)",0.10781047,-3,3,6.0108667e-06,""
1230,"region_rec_diffs(5,10)",-0.71229376,-3,3,-4.813513e-06,""
1231,"region_rec_diffs(5,11)",-0.0011976098,-3,3,1.2926539e-06,""
1232,"region_rec_diffs(5,12)",0.0030017807,-3,3,9.8740991e-08,""
1233,"region_rec_diffs(5,13)",0.25731723,-3,3,-5.8056331e-06,""
1234,"region_rec_diffs(5,14)",1.2383889,-3,3,-2.2230101e-05,""
1235,"region_rec_diffs(5,15)",0.073887359,-3,3,-1.5165911e-06,""
1236,"region_rec_diffs(5,16)",0.041202587,-3,3,1.3323291e-06,""
1237,"region_rec_diffs(5,17)",0.054064375,-3,3,1.4517968e-06,""
1238,"region_rec_diffs(5,18)",0.89356649,-3,3,-5.1316617e-06,""
1239,"region_rec_diffs(5,19)",-0.17193878,-3,3,-1.8792239e-06,""
1240,"region_rec_diffs(5,20)",0.023566287,-3,3,-2.614974e-06,""
1241,"region_rec_diffs(5,21)",0.41787714,-3,3,-1.0946217e-05,""
1242,"region_rec_diffs(5,22)",-0.060336061,-3,3,-5.511199e-06,""
1243,"region_rec_diffs(5,23)",-0.10927051,-3,3,-1.501941e-06,""
1244,"region_rec_diffs(5,24)",0.075901935,-3,3,-5.068383e-07,""
1245,"region_rec_diffs(5,25)",0.0046881224,-3,3,2.8442516e-06,""
1246,"region_rec_diffs(5,26)",0.23199395,-3,3,-3.4382596e-06,""
1247,"region_rec_diffs(5,27)",-0.22980862,-3,3,3.8071571e-06,""
1248,"region_rec_diffs(5,28)",0.080675814,-3,3,1.5828051e-06,""
1249,"region_rec_diffs(5,29)",1.0943363,-3,3,-7.7632685e-06,""
1250,"region_rec_diffs(5,30)",0.14305857,-3,3,-1.7817819e-06,""
1251,"region_rec_diffs(5,31)",0.11440943,-3,3,-5.589493e-06,""
1252,"region_rec_diffs(5,32)",0.07206924,-3,3,-1.4486905e-06,""
1253,"region_rec_diffs(5,33)",1.0138442,-3,3,-4.6652533e-06,""
1254,"region_rec_diffs(5,34)",-0.14077865,-3,3,5.5889148e-06,""
1255,"region_rec_diffs(5,35)",0.032800186,-3,3,1.8300215e-06,""
1256,"region_rec_diffs(5,36)",-0.067727667,-3,3,-8.6719882e-06,""
1257,"region_rec_diffs(5,37)",0.77721309,-3,3,-6.6767909e-06,""
1258,"region_rec_diffs(5,38)",0.21791272,-3,3,-2.0691287e-07,""
1259,"region_rec_diffs(5,39)",0.024448514,-3,3,1.066301e-06,""
1260,"region_rec_diffs(5,40)",-0.33570514,-3,3,-1.2402176e-06,""
1261,"region_rec_diffs(5,41)",-0.67526217,-3,3,6.8031328e-07,""
1262,"region_rec_diffs(5,42)",-1.2620113,-3,3,-4.1404198e-06,""
1263,"region_rec_diffs(5,43)",-0.96076354,-3,3,-1.0769569e-06,""
1264,"region_rec_diffs(5,44)",-0.12617078,-3,3,1.5065517e-06,""
1265,"region_rec_diffs(5,45)",-0.12033267,-3,3,-1.2781622e-05,""
1266,"region_rec_diffs(5,46)",-0.16032192,-3,3,-6.5471129e-07,""
1267,"region_rec_diffs(5,47)",-0.55709205,-3,3,-3.0002391e-06,""
1268,"region_rec_diffs(5,48)",-0.86389748,-3,3,-5.0595305e-06,""
1269,"region_rec_diffs(5,49)",0.3114601,-3,3,-2.5699001e-06,""
1270,"region_rec_diffs(5,50)",-0.7362383,-3,3,-1.0079009e-07,""
1271,"region_rec_diffs(5,51)",0.11326097,-3,3,-2.1957453e-07,""
1272,"region_rec_diffs(5,52)",0.24930829,-3,3,-5.1817354e-07,""
1273,"region_rec_diffs(5,53)",-0.37545791,-3,3,-7.4768781e-06,""
1274,"region_rec_diffs(5,54)",1.0104867,-3,3,-4.2938162e-06,""
1275,"region_rec_diffs(5,55)",0.13044944,-3,3,-2.2941507e-06,""
1276,"region_rec_diffs(5,56)",0.55643787,-3,3,-6.1232881e-06,""
1277,"region_rec_diffs(5,57)",0.21718304,-3,3,1.765828e-06,""
1278,"region_rec_diffs(5,58)",-1.3384288,-3,3,5.0421706e-07,""
1279,"region_rec_diffs(5,59)",-0.054522059,-3,3,-6.6740359e-06,""
1280,"region_rec_diffs(5,60)",-1.0517851,-3,3,-4.3288087e-06,""
1281,"region_rec_diffs(5,61)",-1.2337213,-3,3,2.8608681e-06,""
1282,"region_rec_diffs(5,62)",0.057287164,-3,3,1.1075503e-06,""
1283,"region_rec_diffs(5,63)",-0.54158314,-3,3,-5.016165e-08,""
1284,"region_rec_diffs(5,64)",-0.6805626,-3,3,9.8994491e-07,""
1285,"region_rec_diffs(5,65)",-0.38677729,-3,3,-2.7004636e-06,""
1286,"region_rec_diffs(5,66)",0.055966768,-3,3,-7.0311485e-07,""
1287,"region_rec_diffs(5,67)",-0.13540759,-3,3,-3.1613083e-06,""
1288,"region_rec_diffs(5,68)",-1.4556334,-3,3,-7.5665139e-07,""
1289,"region_rec_diffs(5,69)",-1.1083285,-3,3,-3.2963764e-06,""
1290,"region_rec_diffs(5,70)",-0.75190071,-3,3,-2.4694449e-06,""
1291,"region_rec_diffs(5,71)",-0.087655446,-3,3,-8.4033151e-06,""
1292,"region_rec_diffs(5,72)",-0.91031352,-3,3,3.8710713e-06,""
1293,"region_rec_diffs(5,73)",-0.41513333,-3,3,6.4239823e-06,""
1294,"region_rec_diffs(5,74)",0.12415445,-3,3,7.1265175e-06,""
1295,"region_rec_diffs(5,75)",0.17424217,-3,3,3.6661058e-07,""
1296,"region_rec_diffs(5,76)",-0.66240043,-3,3,-3.9960843e-06,""
1297,"region_rec_diffs(5,77)",0.12839377,-3,3,-2.6069406e-07,""
1298,"region_rec_diffs(5,78)",-1.0089075,-3,3,-5.2752907e-06,""
1299,"region_rec_diffs(5,79)",-0.0028781841,-3,3,3.0621867e-06,""
1300,"region_rec_diffs(5,80)",-0.97874301,-3,3,3.4466028e-06,""
1301,"region_rec_diffs(5,81)",-0.32435011,-3,3,6.5587333e-06,""
1302,"region_rec_diffs(5,82)",-0.15616836,-3,3,-9.1242265e-06,""
1303,"region_rec_diffs(5,83)",1.4412505,-3,3,2.7392071e-06,""
1304,"region_rec_diffs(5,84)",0.092648397,-3,3,3.9808948e-06,""
1305,"region_rec_diffs(5,85)",1.2995538,-3,3,-1.0896041e-05,""
1306,"region_rec_diffs(5,86)",-0.2829956,-3,3,-1.3180282e-07,""
1307,"region_rec_diffs(5,87)",0.32811738,-3,3,6.6680746e-06,""
1308,"region_rec_diffs(5,88)",0.73725397,-3,3,-9.5733124e-06,""
1309,"region_rec_diffs(5,89)",-1.1690222,-3,3,-4.4921571e-06,""
1310,"region_rec_diffs(5,90)",-0.108406,-3,3,-1.2312573e-05,""
1311,"region_rec_diffs(5,91)",-0.86209859,-3,3,-1.4393107e-06,""
1312,"region_rec_diffs(5,92)",-0.99174303,-3,3,6.8709756e-07,""
1313,"region_rec_diffs(5,93)",-0.31954472,-3,3,-6.9975108e-06,""
1314,"region_rec_diffs(5,94)",-0.60242674,-3,3,1.12688e-06,""
1315,"region_rec_diffs(5,95)",-0.44996577,-3,3,2.4397711e-06,""
1316,"region_rec_diffs(5,96)",-0.70483075,-3,3,-2.46293e-06,""
1317,"region_rec_diffs(5,97)",-0.49862971,-3,3,-2.9406986e-06,""
1318,"region_rec_diffs(5,98)",-0.19338264,-3,3,-6.8085814e-07,""
1319,"region_rec_diffs(5,99)",-0.56753564,-3,3,5.1868729e-08,""
1320,"region_rec_diffs(5,100)",-0.4806648,-3,3,2.923952e-06,""
1321,"region_rec_diffs(5,101)",-0.61397256,-3,3,-3.9472002e-07,""
1322,"region_rec_diffs(5,102)",-0.12178712,-3,3,-1.6254001e-06,""
1323,"region_rec_diffs(5,103)",-0.77629593,-3,3,-1.5056475e-06,""
1324,"region_rec_diffs(5,104)",-1.645018,-3,3,-4.9783267e-07,""
1325,"region_rec_diffs(5,105)",-0.59833743,-3,3,1.003914e-06,""
1326,"region_rec_diffs(5,106)",-0.50745712,-3,3,-1.4489294e-06,""
1327,"region_rec_diffs(5,107)",-0.33687482,-3,3,-3.0991133e-06,""
1328,"region_rec_diffs(5,108)",-0.66379081,-3,3,5.293513e-06,""
1329,"region_rec_diffs(5,109)",-1.2768171,-3,3,-6.7518198e-07,""
1330,"region_rec_diffs(5,110)",-0.17435019,-3,3,-5.3244109e-07,""
1331,"region_rec_diffs(5,111)",-0.98151602,-3,3,-1.2705768e-06,""
1332,"region_rec_diffs(5,112)",-0.88655964,-3,3,2.5514461e-07,""
1333,"region_rec_diffs(5,113)",-1.3091103,-3,3,-1.7435878e-06,""
1334,"region_rec_diffs(5,114)",-0.39944667,-3,3,-4.2648573e-07,""
1335,"region_rec_diffs(5,115)",-1.0113927,-3,3,-2.4187189e-06,""
1336,"region_rec_diffs(5,116)",-0.85178969,-3,3,5.7325366e-07,""
1337,"region_rec_diffs(5,117)",0.18207097,-3,3,1.3409739e-05,""
1338,"region_rec_diffs(5,118)",0.73776548,-3,3,-9.0114019e-06,""
1339,"region_rec_diffs(5,119)",-0.30509979,-3,3,8.2879076e-06,""
1340,"region_rec_diffs(5,120)",-0.91915869,-3,3,2.0183624e-06,""
1341,"region_rec_diffs(5,121)",-1.1067609,-3,3,2.0200569e-06,""
1342,"region_rec_diffs(5,122)",-1.3096224,-3,3,-1.3778061e-06,""
1343,"region_rec_diffs(5,123)",-1.1323982,-3,3,-5.6116607e-06,""
1344,"region_rec_diffs(5,124)",-0.17615027,-3,3,-7.3043314e-06,""
1345,"region_rec_diffs(5,125)",-0.89620078,-3,3,-1.0327935e-05,""
1346,"region_rec_diffs(5,126)",-0.48804178,-3,3,-3.2001315e-06,""
1347,"region_rec_diffs(5,127)",-0.48459605,-3,3,-1.5297888e-06,""
1348,"region_rec_diffs(5,128)",-0.93822438,-3,3,-4.8428162e-06,""
1349,"region_rec_diffs(5,129)",-1.0768458,-3,3,-5.9694772e-07,""
1350,"region_rec_diffs(5,130)",-0.54229105,-3,3,4.0845556e-06,""
1351,"region_rec_diffs(5,131)",0.11199806,-3,3,4.9123098e-06,""
1352,"region_rec_diffs(5,132)",-0.72471864,-3,3,-1.8235837e-06,""
1353,"region_rec_diffs(5,133)",1.0487828,-3,3,2.4674479e-05,""
1354,"region_rec_diffs(5,134)",-0.032170552,-3,3,-2.6958347e-06,""
1355,"region_rec_diffs(5,135)",-0.56550962,-3,3,1.0010361e-05,""
1356,"region_rec_diffs(5,136)",-0.71039278,-3,3,3.5743697e-06,""
1357,"region_rec_diffs(5,137)",0.43071395,-3,3,-1.2587347e-05,""
1358,"region_rec_diffs(5,138)",0.63693563,-3,3,3.8808134e-06,""
1359,"region_rec_diffs(5,139)",0.36582616,-3,3,7.9374436e-06,""
1360,"region_rec_diffs(5,140)",-0.52253678,-3,3,-3.3560893e-06,""
1361,"region_rec_diffs(5,141)",-1.5496847,-3,3,1.5075128e-06,""
1362,"region_rec_diffs(5,142)",-0.37533762,-3,3,-2.8222679e-06,""
1363,"region_rec_diffs(5,143)",-0.90840782,-3,3,-5.3507738e-07,""
1364,"region_rec_diffs(5,144)",-1.0535766,-3,3,1.2112776e-06,""
1365,"region_rec_diffs(5,145)",0.72889768,-3,3,2.1680421e-05,""
1366,"region_rec_diffs(5,146)",-0.14912482,-3,3,4.9484394e-06,""
1367,"region_rec_diffs(5,147)",0.18851812,-3,3,-4.5846243e-06,""
1368,"region_rec_diffs(5,148)",-0.085576656,-3,3,5.061814e-06,""
1369,"region_rec_diffs(5,149)",1.3880332,-3,3,-3.1437801e-06,""
1370,"region_rec_diffs(5,150)",0.064482476,-3,3,-2.9710688e-07,""
1371,"region_rec_diffs(5,151)",1.6883817,-3,3,-3.1402901e-06,""
1372,"region_rec_diffs(5,152)",0.13569797,-3,3,1.5464172e-05,""
1373,"region_rec_diffs(5,153)",-0.50454096,-3,3,-7.7529314e-06,""
1374,"region_rec_diffs(5,154)",1.1973985,-3,3,-7.6151794e-06,""
1375,"region_rec_diffs(5,155)",0.83507003,-3,3,-8.9093072e-06,""
1376,"region_rec_diffs(5,156)",0.77083823,-3,3,-4.5547015e-06,""
1377,"region_rec_diffs(5,157)",1.2162801,-3,3,9.4459855e-06,""
1378,"region_rec_diffs(5,158)",-0.80725284,-3,3,-1.0769172e-05,""
1379,"region_rec_diffs(5,159)",-0.45808247,-3,3,-4.173507e-07,""
1380,"region_rec_diffs(5,160)",1.550267,-3,3,-9.3957221e-08,""
1381,"region_rec_diffs(5,161)",1.5339426,-3,3,-1.359057e-06,""
1382,"region_rec_diffs(5,162)",-0.21470308,-3,3,-1.0077335e-05,""
1383,"region_rec_diffs(5,163)",-0.45373018,-3,3,-3.2864444e-06,""
1384,"region_rec_diffs(5,164)",1.018315,-3,3,-8.8702415e-06,""
1385,"region_rec_diffs(5,165)",0.093922084,-3,3,3.8444659e-06,""
