year,area,age,f
1996,2,6,0.35595158
1996,2,7,0.41536754
1996,2,8,0.15904339
1996,2,9,0.0904891
1996,2,10,0.11499836
1996,2,11,0.21679921
1996,2,12,0.25804242
1996,2,13,0.20964106
1996,2,14,0.2251758
1996,2,15,0.26859092
1996,2,16,0.29729616
1996,2,17,0.30055
1996,2,18,0.28327636
1996,2,19,0.25629328
1996,2,20,0.22745436
1996,2,21,0.2009702
1996,2,22,0.1784607
1996,2,23,0.16012154
1996,2,24,0.14552358
1996,2,25,0.13404975
1996,2,26,0.12535172
1996,2,27,0.11856278
1996,2,28,0.11327584
1996,2,29,0.10916997
1996,2,30,0.10599478
1996,2,31,0.10355532
1996,2,32,0.10169941
1996,2,33,0.1003076
1996,2,34,0.09928554
1996,2,35,0.09855819
1996,2,36,0.09806544
1996,2,37,0.09775886
1996,2,38,0.09775886
1996,2,39,0.09775886
1996,2,40,0.09775886
1997,2,1,0.39974733
1997,2,2,0.9683364
1997,2,3,1.4538527
1997,2,4,0.6096806
1997,2,5,0.37304939
1997,2,6,0.23594191
1997,2,7,0.26257771
1997,2,8,0.10842271
1997,2,9,0.0670549
1997,2,10,0.08795402
1997,2,11,0.16920702
1997,2,12,0.21215992
1997,2,13,0.19541001
1997,2,14,0.22918467
1997,2,15,0.28198789
1997,2,16,0.31743457
1997,2,17,0.32480821
1997,2,18,0.30884048
1997,2,19,0.28083755
1997,2,20,0.24964512
1997,2,21,0.22036403
1997,2,22,0.19515877
1997,2,23,0.17446888
1997,2,24,0.15792819
1997,2,25,0.14489716
1997,2,26,0.13520454
1997,2,27,0.12762546
1997,2,28,0.12171436
1997,2,29,0.11711808
1997,2,30,0.11355995
1997,2,31,0.11082385
1997,2,32,0.10874067
1997,2,33,0.10717731
1997,2,34,0.10602854
1997,2,35,0.10521042
1997,2,36,0.10465569
1997,2,37,0.10431008
1997,2,38,0.10431008
1997,2,39,0.10431008
1997,2,40,0.10431008
1998,2,1,0.5762595
1998,2,2,1.4277551
1998,2,3,2.1905333
1998,2,4,0.8840157
1998,2,5,0.5286309
1998,2,6,0.34066819
1998,2,7,0.37921949
1998,2,8,0.13281763
1998,2,9,0.07012689
1998,2,10,0.09937231
1998,2,11,0.2103221
1998,2,12,0.25550678
1998,2,13,0.20385629
1998,2,14,0.22359357
1998,2,15,0.27567367
1998,2,16,0.3131418
1998,2,17,0.32319905
1998,2,18,0.3098345
1998,2,19,0.28406389
1998,2,20,0.25466703
1998,2,21,0.22676505
1998,2,22,0.20258472
1998,2,23,0.18264169
1998,2,24,0.16664059
1998,2,25,0.15399897
1998,2,26,0.1445058
1998,2,27,0.13707003
1998,2,28,0.13126328
1998,2,29,0.12674382
1998,2,30,0.12324262
1998,2,31,0.12054889
1998,2,32,0.11849714
1998,2,33,0.11695698
1998,2,34,0.11582507
1998,2,35,0.11501894
1998,2,36,0.11447239
1998,2,37,0.11413204
1998,2,38,0.11413204
1998,2,39,0.11413204
1998,2,40,0.11413204
1999,2,1,0.4845544
1999,2,2,1.2733116
1999,2,3,2.0367686
1999,2,4,0.7364254
1999,2,5,0.42673176
1999,2,6,0.32148975
1999,2,7,0.38607426
1999,2,8,0.1332276
1999,2,9,0.06892546
1999,2,10,0.09897738
1999,2,11,0.21099782
1999,2,12,0.26362086
1999,2,13,0.22717383
1999,2,14,0.26164297
1999,2,15,0.32546488
1999,2,16,0.36929653
1999,2,17,0.37890165
1999,2,18,0.36019257
1999,2,19,0.32753848
1999,2,20,0.29155265
1999,2,21,0.25800112
1999,2,22,0.2291968
1999,2,23,0.20554402
1999,2,24,0.18659083
1999,2,25,0.17160586
1999,2,26,0.16002534
1999,2,27,0.15095675
1999,2,28,0.14387589
1999,2,29,0.13836513
1999,2,30,0.13409606
1999,2,31,0.13081147
1999,2,32,0.12830953
1999,2,33,0.12643125
1999,2,34,0.12505062
1999,2,35,0.12406713
1999,2,36,0.12340009
1999,2,37,0.1229844
1999,2,38,0.1229844
1999,2,39,0.1229844
1999,2,40,0.1229844
2000,2,1,0.779607
2000,2,2,2.0333729
2000,2,3,3.1877838
2000,2,4,1.2313472
2000,2,5,0.7090587
2000,2,6,0.48355302
2000,2,7,0.5518431
2000,2,8,0.19362458
2000,2,9,0.10379864
2000,2,10,0.14975472
2000,2,11,0.31809266
2000,2,12,0.38713574
2000,2,13,0.30970888
2000,2,14,0.33876992
2000,2,15,0.41586705
2000,2,16,0.4708136
2000,2,17,0.4847212
2000,2,18,0.4637542
2000,2,19,0.42452815
2000,2,20,0.38014335
2000,2,21,0.33816643
2000,2,22,0.30184981
2000,2,23,0.27191726
2000,2,24,0.24790279
2000,2,25,0.2289242
2000,2,26,0.21460834
2000,2,27,0.20339351
2000,2,28,0.19463424
2000,2,29,0.1878157
2000,2,30,0.18253269
2000,2,31,0.17846751
2000,2,32,0.17537082
2000,2,33,0.17304605
2000,2,34,0.17133733
2000,2,35,0.17012033
2000,2,36,0.16929518
2000,2,37,0.16878127
2000,2,38,0.16878127
2000,2,39,0.16878127
2000,2,40,0.16878127
2001,2,1,0.5525914
2001,2,2,1.4691627
2001,2,3,2.2952377
2001,2,4,0.8635434
2001,2,5,0.4950215
2001,2,6,0.34680706
2001,2,7,0.40379745
2001,2,8,0.14735681
2001,2,9,0.08385957
2001,2,10,0.12200971
2001,2,11,0.25595482
2001,2,12,0.32412099
2001,2,13,0.2926465
2001,2,14,0.34530548
2001,2,15,0.4310826
2001,2,16,0.4901293
2001,2,17,0.5043648
2001,2,18,0.4810194
2001,2,19,0.4384398
2001,2,20,0.39072078
2001,2,21,0.34581893
2001,2,22,0.30707206
2001,2,23,0.27517007
2001,2,24,0.24957764
2001,2,25,0.22934029
2001,2,26,0.21391736
2001,2,27,0.20183546
2001,2,28,0.19239909
2001,2,29,0.18505351
2001,2,30,0.17936214
2001,2,31,0.17498273
2001,2,32,0.17164664
2001,2,33,0.16914214
2001,2,34,0.16730131
2001,2,35,0.16599018
2001,2,36,0.16510119
2001,2,37,0.16454753
2001,2,38,0.16454753
2001,2,39,0.16454753
2001,2,40,0.16454753
2002,2,1,0.4453483
2002,2,2,1.186585
2002,2,3,1.78446
2002,2,4,0.6654048
2002,2,5,0.40126892
2002,2,6,0.28488312
2002,2,7,0.3355221
2002,2,8,0.12173785
2002,2,9,0.06872429
2002,2,10,0.09678702
2002,2,11,0.19678209
2002,2,12,0.2544964
2002,2,13,0.24632568
2002,2,14,0.30077377
2002,2,15,0.37773853
2002,2,16,0.4305031
2002,2,17,0.4438811
2002,2,18,0.42406806
2002,2,19,0.38700241
2002,2,20,0.34512299
2002,2,21,0.30555392
2002,2,22,0.27133444
2002,2,23,0.24312954
2002,2,24,0.22049313
2002,2,25,0.2025926
2002,2,26,0.18902506
2002,2,27,0.17839668
2002,2,28,0.17009585
2002,2,29,0.16363459
2002,2,30,0.15862875
2002,2,31,0.15477718
2002,2,32,0.1518435
2002,2,33,0.14964137
2002,2,34,0.14802306
2002,2,35,0.14687068
2002,2,36,0.14608959
2002,2,37,0.14560344
2002,2,38,0.14560344
2002,2,39,0.14560344
2002,2,40,0.14560344
2003,2,1,0.625041
2003,2,2,1.5312618
2003,2,3,2.1338139
2003,2,4,0.9365229
2003,2,5,0.6043388
2003,2,6,0.34605855
2003,2,7,0.36537828
2003,2,8,0.14224173
2003,2,9,0.08792344
2003,2,10,0.11912018
2003,2,11,0.22828391
2003,2,12,0.28910033
2003,2,13,0.27550655
2003,2,14,0.33060482
2003,2,15,0.41147727
2003,2,16,0.46777717
2003,2,17,0.48318806
2003,2,18,0.46349057
2003,2,19,0.42477209
2003,2,20,0.38022231
2003,2,21,0.33772025
2003,2,22,0.30077386
2003,2,23,0.27024659
2003,2,24,0.24572742
2003,2,25,0.22634425
2003,2,26,0.2119041
2003,2,27,0.20058938
2003,2,28,0.19175082
2003,2,29,0.18486995
2003,2,30,0.17953846
2003,2,31,0.17543602
2003,2,32,0.17231116
2003,2,33,0.16996555
2003,2,34,0.16824191
2003,2,35,0.16701468
2003,2,36,0.1661831
2003,2,37,0.16566576
2003,2,38,0.16566576
2003,2,39,0.16566576
2003,2,40,0.16566576
2004,2,1,0.6297934
2004,2,2,1.7067602
2004,2,3,2.6191793
2004,2,4,0.9748742
2004,2,5,0.5821472
2004,2,6,0.42866061
2004,2,7,0.50576073
2004,2,8,0.17368757
2004,2,9,0.09085603
2004,2,10,0.12621821
2004,2,11,0.25688551
2004,2,12,0.31989878
2004,2,13,0.28118517
2004,2,14,0.32384588
2004,2,15,0.40007068
2004,2,16,0.45294521
2004,2,17,0.46573053
2004,2,18,0.44480767
2004,2,19,0.40663017
2004,2,20,0.36384887
2004,2,21,0.32359942
2004,2,22,0.28887243
2004,2,23,0.26028502
2004,2,24,0.23735654
2004,2,25,0.21923069
2004,2,26,0.20540228
2004,2,27,0.19457316
2004,2,28,0.18611842
2004,2,29,0.17953959
2004,2,30,0.17444444
2004,2,31,0.17052557
2004,2,32,0.16754177
2004,2,33,0.16530301
2004,2,34,0.16365867
2004,2,35,0.16248861
2004,2,36,0.16169641
2004,2,37,0.16120429
2004,2,38,0.16120429
2004,2,39,0.16120429
2004,2,40,0.16120429
2005,2,1,0.8181434
2005,2,2,1.8437457
2005,2,3,2.6390849
2005,2,4,1.350518
2005,2,5,0.7747818
2005,2,6,0.28938149
2005,2,7,0.21142118
2005,2,8,0.12257668
2005,2,9,0.10353693
2005,2,10,0.15785801
2005,2,11,0.33012746
2005,2,12,0.39280473
2005,2,13,0.29615612
2005,2,14,0.30970841
2005,2,15,0.37523781
2005,2,16,0.42353403
2005,2,17,0.43720741
2005,2,18,0.42050526
2005,2,19,0.38662261
2005,2,20,0.34704456
2005,2,21,0.30897163
2005,2,22,0.27574485
2005,2,23,0.24825912
2005,2,24,0.22619612
2005,2,25,0.20878605
2005,2,26,0.19615538
2005,2,27,0.18625793
2005,2,28,0.17852505
2005,2,29,0.17250338
2005,2,30,0.16783607
2005,2,31,0.16424331
2005,2,32,0.16150541
2005,2,33,0.1594491
2005,2,34,0.15793696
2005,2,35,0.15685926
2005,2,36,0.15612787
2005,2,37,0.15567161
2005,2,38,0.15567161
2005,2,39,0.15567161
2005,2,40,0.15567161
2006,2,1,0.6401298
2006,2,2,1.449616
2006,2,3,1.9713998
2006,2,4,1.0190828
2006,2,5,0.6202927
2006,2,6,0.25292573
2006,2,7,0.20720436
2006,2,8,0.12015554
2006,2,9,0.1004088
2006,2,10,0.14328334
2006,2,11,0.27997127
2006,2,12,0.36329428
2006,2,13,0.36194467
2006,2,14,0.44771722
2006,2,15,0.56299
2006,2,16,0.6416915
2006,2,17,0.6617152
2006,2,18,0.6320462
2006,2,19,0.5760843
2006,2,20,0.5124991
2006,2,21,0.45220822
2006,2,22,0.39996576
2006,2,23,0.35686624
2006,2,24,0.32226723
2006,2,25,0.29491229
2006,2,26,0.27438964
2006,2,27,0.25830379
2006,2,28,0.24573304
2006,2,29,0.23594205
2006,2,30,0.22835168
2006,2,31,0.22250772
2006,2,32,0.21805336
2006,2,33,0.2147072
2006,2,34,0.21224584
2006,2,35,0.21049102
2006,2,36,0.20929945
2006,2,37,0.20855543
2006,2,38,0.20855543
2006,2,39,0.20855543
2006,2,40,0.20855543
2007,2,1,0.8804569
2007,2,2,1.9632724
2007,2,3,2.6128357
2007,2,4,1.3399866
2007,2,5,0.8155685
2007,2,6,0.29141555
2007,2,7,0.21132586
2007,2,8,0.12273949
2007,2,9,0.10587078
2007,2,10,0.16231452
2007,2,11,0.33601979
2007,2,12,0.41503827
2007,2,13,0.35407323
2007,2,14,0.40432435
2007,2,15,0.5016532
2007,2,16,0.5710832
2007,2,17,0.5908969
2007,2,18,0.5677152
2007,2,19,0.5208648
2007,2,20,0.46648539
2007,2,21,0.41436622
2007,2,22,0.36893829
2007,2,23,0.33134249
2007,2,24,0.30111666
2007,2,25,0.27720941
2007,2,26,0.25948412
2007,2,27,0.2455824
2007,2,28,0.23471342
2007,2,29,0.22624486
2007,2,30,0.21967796
2007,2,31,0.21462102
2007,2,32,0.21076605
2007,2,33,0.20786996
2007,2,34,0.2057397
2007,2,35,0.20422105
2007,2,36,0.20319007
2007,2,37,0.20254664
2007,2,38,0.20254664
2007,2,39,0.20254664
2007,2,40,0.20254664
2008,2,1,0.9475127
2008,2,2,2.2243823
2008,2,3,3.3556887
2008,2,4,1.5866812
2008,2,5,0.8783458
2008,2,6,0.38459552
2008,2,7,0.33357328
2008,2,8,0.1756886
2008,2,9,0.13993772
2008,2,10,0.21413756
2008,2,11,0.45119167
2008,2,12,0.5590327
2008,2,13,0.47430864
2008,2,14,0.5401159
2008,2,15,0.6694242
2008,2,16,0.7603516
2008,2,17,0.7840106
2008,2,18,0.750101
2008,2,19,0.685109
2008,2,20,0.6107244
2008,2,21,0.5399164
2008,2,22,0.4784481
2008,2,23,0.42771227
2008,2,24,0.38699659
2008,2,25,0.3548343
2008,2,26,0.33099001
2008,2,27,0.31230625
2008,2,28,0.29770896
2008,2,29,0.28634199
2008,2,30,0.27753153
2008,2,31,0.27074937
2008,2,32,0.26558075
2008,2,33,0.26169865
2008,2,34,0.25884362
2008,2,35,0.25680856
2008,2,36,0.25542714
2008,2,37,0.25456502
2008,2,38,0.25456502
2008,2,39,0.25456502
2008,2,40,0.25456502
2009,2,1,0.5678549
2009,2,2,1.463809
2009,2,3,2.333091
2009,2,4,0.9339149
2009,2,5,0.4815546
2009,2,6,0.26630903
2009,2,7,0.28202132
2009,2,8,0.13546357
2009,2,9,0.1021486
2009,2,10,0.16087769
2009,2,11,0.34626961
2009,2,12,0.4537406
2009,2,13,0.438806
2009,2,14,0.5399927
2009,2,15,0.6825515
2009,2,16,0.7795638
2009,2,17,0.8029868
2009,2,18,0.7647893
2009,2,19,0.6949474
2009,2,20,0.6165699
2009,2,21,0.5427558
2009,2,22,0.4790268
2009,2,23,0.42653937
2009,2,24,0.38442323
2009,2,25,0.35111344
2009,2,26,0.32578832
2009,2,27,0.30594462
2009,2,28,0.29044191
2009,2,29,0.27837073
2009,2,30,0.26901522
2009,2,31,0.26181412
2009,2,32,0.25632673
2009,2,33,0.25220561
2009,2,34,0.24917515
2009,2,35,0.24701536
2009,2,36,0.24554959
2009,2,37,0.24463517
2009,2,38,0.24463517
2009,2,39,0.24463517
2009,2,40,0.24463517
2010,2,1,0.6926839
2010,2,2,1.8314609
2010,2,3,3.0821483
2010,2,4,1.1846437
2010,2,5,0.5494504
2010,2,6,0.28120544
2010,2,7,0.28471959
2010,2,8,0.1273558
2010,2,9,0.09533495
2010,2,10,0.17176111
2010,2,11,0.40596793
2010,2,12,0.4987255
2010,2,13,0.38255563
2010,2,14,0.41260438
2010,2,15,0.5109004
2010,2,16,0.5819603
2010,2,17,0.6006583
2010,2,18,0.5746525
2010,2,19,0.5251209
2010,2,20,0.46882432
2010,2,21,0.41547015
2010,2,22,0.36925093
2010,2,23,0.33112098
2010,2,24,0.30050635
2010,2,25,0.27629462
2010,2,26,0.25800862
2010,2,27,0.24368136
2010,2,28,0.23249013
2010,2,29,0.22377807
2010,2,30,0.21702789
2010,2,31,0.21183389
2010,2,32,0.20787753
2010,2,33,0.20490768
2010,2,34,0.20272518
2010,2,35,0.20117108
2010,2,36,0.20011778
2010,2,37,0.19946228
2010,2,38,0.19946228
2010,2,39,0.19946228
2010,2,40,0.19946228
2011,2,1,0.3432161
2011,2,2,1.2543359
2011,2,3,2.1678717
2011,2,4,0.6447053
2011,2,5,0.32009948
2011,2,6,0.37311828
2011,2,7,0.4971288
2011,2,8,0.17713369
2011,2,9,0.09874307
2011,2,10,0.1377705
2011,2,11,0.27261998
2011,2,12,0.37441409
2011,2,13,0.41639591
2011,2,14,0.53894887
2011,2,15,0.6823476
2011,2,16,0.7778909
2011,2,17,0.8002817
2011,2,18,0.7618067
2011,2,19,0.6924777
2011,2,20,0.6151264
2011,2,21,0.54252083
2011,2,22,0.4799572
2011,2,23,0.42848816
2011,2,24,0.38721691
2011,2,25,0.35458747
2011,2,26,0.32962968
2011,2,27,0.31009021
2011,2,28,0.29483847
2011,2,29,0.2829731
2011,2,30,0.27378529
2011,2,31,0.26671973
2011,2,32,0.26134093
2011,2,33,0.25730584
2011,2,34,0.25434266
2011,2,35,0.25223461
2011,2,36,0.25080782
2011,2,37,0.24992197
2011,2,38,0.24992197
2011,2,39,0.24992197
2011,2,40,0.24992197
2012,2,1,0.4314222
2012,2,2,1.8190376
2012,2,3,3.1246684
2012,2,4,0.7707159
2012,2,5,0.46576668
2012,2,6,0.7391
2012,2,7,1.0319688
2012,2,8,0.32419651
2012,2,9,0.14325826
2012,2,10,0.16446843
2012,2,11,0.27536483
2012,2,12,0.37943043
2012,2,13,0.45898962
2012,2,14,0.5972669
2012,2,15,0.7436944
2012,2,16,0.84098
2012,2,17,0.8658282
2012,2,18,0.8293897
2012,2,19,0.7599943
2012,2,20,0.6808127
2012,2,21,0.6056679
2012,2,22,0.5406462
2012,2,23,0.4871675
2012,2,24,0.44441465
2012,2,25,0.41077658
2012,2,26,0.38602289
2012,2,27,0.36671788
2012,2,28,0.35170477
2012,2,29,0.34006643
2012,2,30,0.33108533
2012,2,31,0.3242022
2012,2,32,0.31898056
2012,2,33,0.31507831
2012,2,34,0.31222554
2012,2,35,0.31020793
2012,2,36,0.30885419
2012,2,37,0.30802651
2012,2,38,0.30802651
2012,2,39,0.30802651
2012,2,40,0.30802651
2013,2,1,0.32967207
2013,2,2,1.6039039
2013,2,3,3.0442944
2013,2,4,0.6713317
2013,2,5,0.33896007
2013,2,6,0.6726777
2013,2,7,0.9637395
2013,2,8,0.29680668
2013,2,9,0.12699243
2013,2,10,0.15182507
2013,2,11,0.27702316
2013,2,12,0.38944917
2013,2,13,0.4646421
2013,2,14,0.6097606
2013,2,15,0.7696199
2013,2,16,0.8792217
2013,2,17,0.9121306
2013,2,18,0.8780517
2013,2,19,0.8053934
2013,2,20,0.71943
2013,2,21,0.6362748
2013,2,22,0.5635185
2013,2,23,0.5032732
2013,2,24,0.4549056
2013,2,25,0.4167457
2013,2,26,0.38928824
2013,2,27,0.36780366
2013,2,28,0.35104249
2013,2,29,0.33800962
2013,2,30,0.32792301
2013,2,31,0.32017042
2013,2,32,0.31427205
2013,2,33,0.30985013
2013,2,34,0.30660556
2013,2,35,0.30429994
2013,2,36,0.30274209
2013,2,37,0.3017778
2013,2,38,0.3017778
2013,2,39,0.3017778
2013,2,40,0.3017778
2014,2,1,0.34352848
2014,2,2,1.678823
2014,2,3,2.8684974
2014,2,4,0.6845191
2014,2,5,0.39825389
2014,2,6,0.6841279
2014,2,7,0.9639159
2014,2,8,0.33221188
2014,2,9,0.18448809
2014,2,10,0.23921143
2014,2,11,0.40761861
2014,2,12,0.6117639
2014,2,13,0.8415244
2014,2,14,1.1573355
2014,2,15,1.4692754
2014,2,16,1.6785149
2014,2,17,1.7383
2014,2,18,1.6702551
2014,2,19,1.5321081
2014,2,20,1.3719588
2014,2,21,1.2188979
2014,2,22,1.0859604
2014,2,23,0.9763973
2014,2,24,0.888712
2014,2,25,0.8196864
2014,2,26,0.7689824
2014,2,27,0.7294447
2014,2,28,0.6987066
2014,2,29,0.6748881
2014,2,30,0.6565171
2014,2,31,0.6424457
2014,2,32,0.6317784
2014,2,33,0.6238129
2014,2,34,0.6179959
2014,2,35,0.6138876
2014,2,36,0.6111376
2014,2,37,0.6094629
2014,2,38,0.6094629
2014,2,39,0.6094629
2014,2,40,0.6094629
2015,2,1,0.34414824
2015,2,2,1.5810119
2015,2,3,3.00837
2015,2,4,0.7816451
2015,2,5,0.34763505
2015,2,6,0.5725545
2015,2,7,0.7960854
2015,2,8,0.26897588
2015,2,9,0.15229929
2015,2,10,0.22340454
2015,2,11,0.42444306
2015,2,12,0.5808563
2015,2,13,0.6628878
2015,2,14,0.8527147
2015,2,15,1.0703708
2015,2,16,1.2251496
2015,2,17,1.2813509
2015,2,18,1.248795
2015,2,19,1.1618777
2015,2,20,1.0541119
2015,2,21,0.94809
2015,2,22,0.8548885
2015,2,23,0.7778763
2015,2,24,0.7164377
2015,2,25,0.6684071
2015,2,26,0.6353974
2015,2,27,0.609833
2015,2,28,0.5900951
2015,2,29,0.5749052
2015,2,30,0.5632696
2015,2,31,0.5544192
2015,2,32,0.5477585
2015,2,33,0.5428253
2015,2,34,0.5392577
2015,2,35,0.5367707
2015,2,36,0.5351386
2015,2,37,0.5341808
2015,2,38,0.5341808
2015,2,39,0.5341808
2015,2,40,0.5341808
2016,2,1,0.4837985
2016,2,2,2.9365156
2016,2,3,5.29869
2016,2,4,1.1035282
2016,2,5,0.5770529
2016,2,6,1.2421833
2016,2,7,1.7887375
2016,2,8,0.5371897
2016,2,9,0.22072818
2016,2,10,0.2457277
2016,2,11,0.39634699
2016,2,12,0.5024827
2016,2,13,0.5313231
2016,2,14,0.6295398
2016,2,15,0.7489918
2016,2,16,0.8335654
2016,2,17,0.8641071
2016,2,18,0.8443183
2016,2,19,0.790772
2016,2,20,0.7229256
2016,2,21,0.6553107
2016,2,22,0.5955173
2016,2,23,0.5460423
2016,2,24,0.5066318
2016,2,25,0.4759276
2016,2,26,0.45609974
2016,2,27,0.44077149
2016,2,28,0.42895381
2016,2,29,0.41987031
2016,2,30,0.41292003
2016,2,31,0.40763905
2016,2,32,0.40366918
2016,2,33,0.40073256
2016,2,34,0.39861236
2016,2,35,0.39713774
2016,2,36,0.39617349
2016,2,37,0.39561163
2016,2,38,0.39561163
2016,2,39,0.39561163
2016,2,40,0.39561163
2017,2,1,0.26225566
2017,2,2,1.2075628
2017,2,3,1.8146949
2017,2,4,0.5686352
2017,2,5,0.3786578
2017,2,6,0.48759714
2017,2,7,0.643693
2017,2,8,0.27237748
2017,2,9,0.17876186
2017,2,10,0.19315625
2017,2,11,0.25596203
2017,2,12,0.32226172
2017,2,13,0.37697836
2017,2,14,0.44015427
2017,2,15,0.4947987
2017,2,16,0.5280877
2017,2,17,0.5366591
2017,2,18,0.5205251
2017,2,19,0.4836131
2017,2,20,0.43629301
2017,2,21,0.38841479
2017,2,22,0.34573396
2017,2,23,0.31033524
2017,2,24,0.2821735
2017,2,25,0.26031516
2017,2,26,0.24784384
2017,2,27,0.23818541
2017,2,28,0.23071669
2017,2,29,0.22495454
2017,2,30,0.22052686
2017,2,31,0.2171471
2017,2,32,0.21459367
2017,2,33,0.21269409
2017,2,34,0.2113131
2017,2,35,0.21034375
2017,2,36,0.20970087
2017,2,37,0.20931615
2017,2,38,0.20931615
2017,2,39,0.20931615
2017,2,40,0.20931615
2018,2,1,0.31698154
2018,2,2,1.5464201
2018,2,3,2.7457777
2018,2,4,0.8237622
2018,2,5,0.41291058
2018,2,6,0.5822287
2018,2,7,0.7749659
2018,2,8,0.28953878
2018,2,9,0.17326634
2018,2,10,0.21828312
2018,2,11,0.36543543
2018,2,12,0.48753999
2018,2,13,0.5563092
2018,2,14,0.6935891
2018,2,15,0.8401162
2018,2,16,0.9321492
2018,2,17,0.9472632
2018,2,18,0.8986946
2018,2,19,0.817133
2018,2,20,0.7270379
2018,2,21,0.6426883
2018,2,22,0.570169
2018,2,23,0.5106966
2018,2,24,0.463197
2018,2,25,0.4258163
2018,2,26,0.39810322
2018,2,27,0.37646743
2018,2,28,0.35962143
2018,2,29,0.34654573
2018,2,30,0.33644267
2018,2,31,0.32869002
2018,2,32,0.3228015
2018,2,33,0.31839531
2018,2,34,0.31516966
2018,2,35,0.31288454
2018,2,36,0.31134771
2018,2,37,0.31040435
2018,2,38,0.31040435
2018,2,39,0.31040435
2018,2,40,0.31040435
2019,2,1,0.6263214
2019,2,2,2.6995584
2019,2,3,4.8780092
2019,2,4,1.3742089
2019,2,5,0.8327873
2019,2,6,1.2813736
2019,2,7,1.7383925
2019,2,8,0.52989438
2019,2,9,0.20766243
2019,2,10,0.19775608
2019,2,11,0.29042755
2019,2,12,0.39820377
2019,2,13,0.5068899
2019,2,14,0.669372
2019,2,15,0.8367527
2019,2,16,0.9530659
2019,2,17,0.9924223
2019,2,18,0.9624893
2019,2,19,0.8895287
2019,2,20,0.7998163
2019,2,21,0.7114694
2019,2,22,0.633551
2019,2,23,0.5688796
2019,2,24,0.517012
2019,2,25,0.4762233
2019,2,26,0.44818259
2019,2,27,0.42627306
2019,2,28,0.40920266
2019,2,29,0.39594492
2019,2,30,0.38569542
2019,2,31,0.3778255
2019,2,32,0.37184353
2019,2,33,0.36736334
2019,2,34,0.36407936
2019,2,35,0.36174872
2019,2,36,0.36017672
2019,2,37,0.35920655
2019,2,38,0.35920655
2019,2,39,0.35920655
2019,2,40,0.35920655
2020,2,1,0.4951697
2020,2,2,2.7715353
2020,2,3,5.1752432
2020,2,4,0.8996981
2020,2,5,0.58828033
2020,2,6,1.4389289
2020,2,7,2.106221
2020,2,8,0.58625773
2020,2,9,0.18349861
2020,2,10,0.1570621
2020,2,11,0.22271244
2020,2,12,0.30688391
2020,2,13,0.39963734
2020,2,14,0.52559142
2020,2,15,0.6529359
2020,2,16,0.7447286
2020,2,17,0.7825197
2020,2,18,0.7686032
2020,2,19,0.7183188
2020,2,20,0.651373
2020,2,21,0.5831537
2020,2,22,0.52202751
2020,2,23,0.47097201
2020,2,24,0.42998534
2020,2,25,0.39782724
2020,2,26,0.37720687
2020,2,27,0.3611225
2020,2,28,0.34861081
2020,2,29,0.33890901
2020,2,30,0.33141999
2020,2,31,0.32567847
2020,2,32,0.32132136
2020,2,33,0.31806375
2020,2,34,0.31568101
2020,2,35,0.31399467
2020,2,36,0.31286192
2020,2,37,0.31216798
2020,2,38,0.31216798
2020,2,39,0.31216798
2020,2,40,0.31216798
2021,2,1,0.27334354
2021,2,2,1.7888261
2021,2,3,3.3984754
2021,2,4,0.5539534
2021,2,5,0.34775636
2021,2,6,0.9541783
2021,2,7,1.4080236
2021,2,8,0.39770828
2021,2,9,0.13360785
2021,2,10,0.12555991
2021,2,11,0.18193225
2021,2,12,0.25003097
2021,2,13,0.32354524
2021,2,14,0.42082064
2021,2,15,0.515533
2021,2,16,0.5788683
2021,2,17,0.5975518
2021,2,18,0.5771694
2021,2,19,0.5336081
2021,2,20,0.4817861
2021,2,21,0.43157614
2021,2,22,0.38771875
2021,2,23,0.35155353
2021,2,24,0.32268746
2021,2,25,0.30007234
2021,2,26,0.28438259
2021,2,27,0.27218525
2021,2,28,0.26272815
2021,2,29,0.25541797
2021,2,30,0.24979247
2021,2,31,0.24549295
2021,2,32,0.24224055
2021,2,33,0.23981749
2021,2,34,0.23805267
2021,2,35,0.2368106
2021,2,36,0.23598331
2021,2,37,0.23548418
2021,2,38,0.23548418
2021,2,39,0.23548418
2021,2,40,0.23548418
2022,2,1,0.26225319
2022,2,2,1.6316533
2022,2,3,3.1257996
2022,2,4,0.50899112
2022,2,5,0.32584958
2022,2,6,0.8839806
2022,2,7,1.3046107
2022,2,8,0.36807861
2022,2,9,0.12213899
2022,2,10,0.11317139
2022,2,11,0.16485214
2022,2,12,0.23321273
2022,2,13,0.31318687
2022,2,14,0.41667631
2022,2,15,0.5172715
2022,2,16,0.5853524
2022,2,17,0.6065304
2022,2,18,0.5864502
2022,2,19,0.5417415
2022,2,20,0.488084
2022,2,21,0.43588769
2022,2,22,0.39018342
