year,area,stage,f
2018,5,juvenile,0.022298988177285
2019,5,juvenile,0.0263468487061592
2020,5,juvenile,0.0224196829394612
2021,5,juvenile,0.0185633648843116
2022,5,juvenile,0.0203424343736953
2023,5,juvenile,0.0254337421781233
2024,5,juvenile,0.0201965245119651
1952,all,juvenile,0.0143866601171198
1953,all,juvenile,0.0137043920526267
1954,all,juvenile,0.00952346916343748
1955,all,juvenile,0.0134443431560608
1956,all,juvenile,0.014592050651609
1957,all,juvenile,0.0204406945957947
1958,all,juvenile,0.0276364218906782
1959,all,juvenile,0.0229121244127749
1960,all,juvenile,0.0236386190896436
1961,all,juvenile,0.022213224425941
1962,all,juvenile,0.0200213481427195
1963,all,juvenile,0.0270656510946484
1964,all,juvenile,0.0206959402790091
1965,all,juvenile,0.0210258542395308
1966,all,juvenile,0.0218489978022273
1967,all,juvenile,0.0250312194840988
1968,all,juvenile,0.022600138946114
1969,all,juvenile,0.0290946956172688
1970,all,juvenile,0.0350388152322475
1971,all,juvenile,0.0385441299763289
1972,all,juvenile,0.0478322308205838
1973,all,juvenile,0.0375424649456606
1974,all,juvenile,0.0508757469080327
1975,all,juvenile,0.0605734281747923
1976,all,juvenile,0.0636418093875028
1977,all,juvenile,0.0782702336402906
1978,all,juvenile,0.0655377956661906
1979,all,juvenile,0.0878347220208054
1980,all,juvenile,0.084191223602682
1981,all,juvenile,0.106093436955357
1982,all,juvenile,0.121434303541881
1983,all,juvenile,0.138094859622263
1984,all,juvenile,0.171749215618485
1985,all,juvenile,0.139245400468387
1986,all,juvenile,0.143892387136026
1987,all,juvenile,0.197396122544387
1988,all,juvenile,0.146060698982806
1989,all,juvenile,0.151706450540556
1990,all,juvenile,0.175495063368266
1991,all,juvenile,0.204160542914194
1992,all,juvenile,0.261627627678293
1993,all,juvenile,0.216668691418184
1994,all,juvenile,0.264937761589921
1995,all,juvenile,0.218677492146391
1996,all,juvenile,0.246113674168038
1997,all,juvenile,0.29094113036324
1998,all,juvenile,0.331591091745027
1999,all,juvenile,0.452475949034636
2000,all,juvenile,0.330942016180355
2001,all,juvenile,0.270963458881065
2002,all,juvenile,0.295337080922718
2003,all,juvenile,0.306730377417848
2004,all,juvenile,0.353363198300828
2005,all,juvenile,0.29912664691178
2006,all,juvenile,0.317796535747343
2007,all,juvenile,0.374731734599546
2008,all,juvenile,0.38436069845878
2009,all,juvenile,0.357931083253756
2010,all,juvenile,0.28964592621719
2011,all,juvenile,0.441131310341631
2012,all,juvenile,0.356543164109134
2013,all,juvenile,0.328566069165536
2014,all,juvenile,0.386649509989101
2015,all,juvenile,0.356999259368971
2016,all,juvenile,0.420413893687634
2017,all,juvenile,0.314548637108961
2018,all,juvenile,0.356031594175178
2019,all,juvenile,0.287847587825717
2020,all,juvenile,0.385441786914791
2021,all,juvenile,0.394504624698622
2022,all,juvenile,0.421355422198071
2023,all,juvenile,0.477236821039371
2024,all,juvenile,0.446128580081027
