year,season,fishery,area,catch
2011,3,21,2,1043.06
2012,3,21,2,2553.58
2013,3,21,2,3109.29
2014,3,21,2,2988.99
2015,3,21,2,2583.97
2016,3,21,2,4473.94
2017,3,21,2,1835.98
2018,3,21,2,2424.26
2019,3,21,2,2898.68
2020,3,21,2,4113.27
2021,3,21,2,4019.68
2022,3,21,2,5236.9
2023,3,21,2,6582.73
2024,3,21,2,6226.81
1952,3,22,2,0
1953,3,22,2,0
1954,3,22,2,0
1955,3,22,2,0
1956,3,22,2,0
1957,3,22,2,0
1958,3,22,2,0
1959,3,22,2,0
1960,3,22,2,0
1961,3,22,2,0
1962,3,22,2,0
1963,3,22,2,0
1964,3,22,2,0
1965,3,22,2,0
1966,3,22,2,0
1967,3,22,2,0
1968,3,22,2,0
1969,3,22,2,0
1970,3,22,2,636.987
1971,3,22,2,707.751
1972,3,22,2,738.498
1973,3,22,2,881.136
1974,3,22,2,1024.12
1975,3,22,2,1043.68
1976,3,22,2,886.269
1977,3,22,2,1287.1
1978,3,22,2,780.747
1979,3,22,2,920.781
1980,3,22,2,845.254
1981,3,22,2,1095.81
1982,3,22,2,971.25
1983,3,22,2,1198.19
1984,3,22,2,1140.98
1985,3,22,2,1276.67
1986,3,22,2,1202.33
1987,3,22,2,960.378
1988,3,22,2,1095.95
1989,3,22,2,1211.9
1990,3,22,2,1755.56
1991,3,22,2,1957.6
1992,3,22,2,971.907
1993,3,22,2,855.909
1994,3,22,2,1470.65
1995,3,22,2,1641.38
1996,3,22,2,1618.88
1997,3,22,2,1562.31
1998,3,22,2,1831.07
1999,3,22,2,1454.27
2000,3,22,2,1848.14
2001,3,22,2,1595.1
2002,3,22,2,1585.97
2003,3,22,2,2157
2004,3,22,2,2374.99
2005,3,22,2,2008.56
2006,3,22,2,2184.48
2007,3,22,2,2254.71
2008,3,22,2,2084.07
2009,3,22,2,1452.07
2010,3,22,2,873.906
2011,3,22,2,480.406
2012,3,22,2,655.784
2013,3,22,2,401.637
2014,3,22,2,547.362
2015,3,22,2,360.488
2016,3,22,2,430.839
2017,3,22,2,541.998
2018,3,22,2,308.793
2019,3,22,2,421.088
2020,3,22,2,540.576
2021,3,22,2,276
2022,3,22,2,378
2023,3,22,2,801.219
2024,3,22,2,364.371
1952,3,23,2,0
1953,3,23,2,0
1954,3,23,2,0
1955,3,23,2,0
1956,3,23,2,0
1957,3,23,2,0
1958,3,23,2,0
1959,3,23,2,0
1960,3,23,2,0
1961,3,23,2,0
1962,3,23,2,0
1963,3,23,2,0
1964,3,23,2,0
1965,3,23,2,0
1966,3,23,2,0
1967,3,23,2,0
1968,3,23,2,0
1969,3,23,2,0
1970,3,23,2,0
1971,3,23,2,0
1972,3,23,2,0
1973,3,23,2,0
1974,3,23,2,0
1975,3,23,2,0
1976,3,23,2,0
1977,3,23,2,0
1978,3,23,2,0
1979,3,23,2,0
1980,3,23,2,0
1981,3,23,2,0
1982,3,23,2,0
1983,3,23,2,0
1984,3,23,2,0
1985,3,23,2,0
1986,3,23,2,0
1987,3,23,2,0
1988,3,23,2,0
1989,3,23,2,0
1990,3,23,2,0
1991,3,23,2,0
1992,3,23,2,0
1993,3,23,2,0
1994,3,23,2,0
1995,3,23,2,0
1996,3,23,2,0
1997,3,23,2,0
1998,3,23,2,0
1999,3,23,2,0
2000,3,23,2,260.38
2001,3,23,2,274.11
2002,3,23,2,291.772
2003,3,23,2,290.068
2004,3,23,2,391.509
2005,3,23,2,466.244
2006,3,23,2,467.401
2007,3,23,2,481.976
2008,3,23,2,443.953
2009,3,23,2,409.598
2010,3,23,2,378.923
2011,3,23,2,550.5
2012,3,23,2,611.195
2013,3,23,2,541.958
2014,3,23,2,1012.07
2015,3,23,2,865.6
2016,3,23,2,1393.33
2017,3,23,2,1351.25
2018,3,23,2,1333.31
2019,3,23,2,419.45
2020,3,23,2,313.928
2021,3,23,2,346.2
2022,3,23,2,335.735
2023,3,23,2,250.287
2024,3,23,2,28.356
1952,3,24,3,0
1953,3,24,3,0
1954,3,24,3,0
1955,3,24,3,0
1956,3,24,3,0
1957,3,24,3,0
1958,3,24,3,0
1959,3,24,3,0
1960,3,24,3,0
1961,3,24,3,0
1962,3,24,3,0
1963,3,24,3,0
1964,3,24,3,0
1965,3,24,3,0
1966,3,24,3,0
1967,3,24,3,0
1968,3,24,3,0
1969,3,24,3,0
1970,3,24,3,0
1971,3,24,3,0
1972,3,24,3,23.2
1973,3,24,3,38.57
1974,3,24,3,43.5
1975,3,24,3,103.9
1976,3,24,3,223.3
1977,3,24,3,296.04
1978,3,24,3,16.55
1979,3,24,3,66.8
1980,3,24,3,14
1981,3,24,3,47
1982,3,24,3,67.2
1983,3,24,3,198.6
1984,3,24,3,18.7
1985,3,24,3,13.3
1986,3,24,3,23.9
1987,3,24,3,2
1988,3,24,3,10.6
1989,3,24,3,13.6
1990,3,24,3,3.5
1991,3,24,3,12.2
1992,3,24,3,0
1993,3,24,3,0
1994,3,24,3,0
1995,3,24,3,0
1996,3,24,3,0
1997,3,24,3,0
1998,3,24,3,0
1999,3,24,3,0
2000,3,24,3,0
2001,3,24,3,0
2002,3,24,3,0
2003,3,24,3,0
2004,3,24,3,0
2005,3,24,3,0
2006,3,24,3,0
2007,3,24,3,0
2008,3,24,3,0
2009,3,24,3,14.6
2010,3,24,3,0
2011,3,24,3,0
2012,3,24,3,0
2013,3,24,3,0
2014,3,24,3,0
2015,3,24,3,0
2016,3,24,3,0
2017,3,24,3,0
2018,3,24,3,0
2019,3,24,3,0
2020,3,24,3,0
2021,3,24,3,0
2022,3,24,3,0
2023,3,24,3,0
2024,3,24,3,0
1952,3,25,3,0
1953,3,25,3,0
1954,3,25,3,0
1955,3,25,3,0
1956,3,25,3,0
1957,3,25,3,0
1958,3,25,3,0
1959,3,25,3,0
1960,3,25,3,0
1961,3,25,3,0
1962,3,25,3,0
1963,3,25,3,0
1964,3,25,3,0
1965,3,25,3,0
1966,3,25,3,0
1967,3,25,3,0
1968,3,25,3,0
1969,3,25,3,0
1970,3,25,3,0
1971,3,25,3,0
1972,3,25,3,0
1973,3,25,3,0
1974,3,25,3,8.804
1975,3,25,3,14.036
1976,3,25,3,238.899
1977,3,25,3,285.517
1978,3,25,3,325.004
1979,3,25,3,426.672
1980,3,25,3,774.304
1981,3,25,3,2242.4
1982,3,25,3,3787.4
1983,3,25,3,6337.27
1984,3,25,3,7486.97
1985,3,25,3,4543.99
1986,3,25,3,5879.84
1987,3,25,3,5207.25
1988,3,25,3,5819.44
1989,3,25,3,6032.97
1990,3,25,3,7318.59
1991,3,25,3,8845.69
1992,3,25,3,11990.4
1993,3,25,3,9189.84
1994,3,25,3,6367.16
1995,3,25,3,4689.95
1996,3,25,3,5381.75
1997,3,25,3,4254.73
1998,3,25,3,8966.27
1999,3,25,3,19692.8
2000,3,25,3,11789.8
2001,3,25,3,9630.63
2002,3,25,3,7122.08
2003,3,25,3,8286.21
2004,3,25,3,11716.3
2005,3,25,3,9050.27
2006,3,25,3,9369.08
2007,3,25,3,8772.06
2008,3,25,3,7961.45
2009,3,25,3,6482.01
2010,3,25,3,465.387
2011,3,25,3,660.707
2012,3,25,3,2425.43
2013,3,25,3,2004.38
2014,3,25,3,2049.22
2015,3,25,3,745.551
2016,3,25,3,2368.95
2017,3,25,3,2434.32
2018,3,25,3,2574.37
2019,3,25,3,1932.2
2020,3,25,3,4552.85
2021,3,25,3,4557.23
2022,3,25,3,5055.09
2023,3,25,3,3105.73
2024,3,25,3,2294.09
1952,3,26,4,0
1953,3,26,4,0
1954,3,26,4,0
1955,3,26,4,0
1956,3,26,4,0
1957,3,26,4,0
1958,3,26,4,0
1959,3,26,4,0
1960,3,26,4,0
1961,3,26,4,0
1962,3,26,4,0
1963,3,26,4,0
1964,3,26,4,0
1965,3,26,4,0
1966,3,26,4,0
1967,3,26,4,0
1968,3,26,4,0
1969,3,26,4,0
1970,3,26,4,0
1971,3,26,4,0
1972,3,26,4,0
1973,3,26,4,0
1974,3,26,4,0
1975,3,26,4,0
1976,3,26,4,0
1977,3,26,4,0
1978,3,26,4,0
1979,3,26,4,0
1980,3,26,4,0
1981,3,26,4,0
1982,3,26,4,23.689
1983,3,26,4,60.705
1984,3,26,4,0
1985,3,26,4,5.831
1986,3,26,4,0
1987,3,26,4,561.258
1988,3,26,4,0
1989,3,26,4,0
1990,3,26,4,52.005
1991,3,26,4,0
1992,3,26,4,0
1993,3,26,4,97.151
1994,3,26,4,134.622
1995,3,26,4,4.887
1996,3,26,4,0
1997,3,26,4,3008.9
1998,3,26,4,204.382
1999,3,26,4,1251.98
2000,3,26,4,2593.67
2001,3,26,4,1041.73
2002,3,26,4,578.284
2003,3,26,4,182.259
2004,3,26,4,1054.78
2005,3,26,4,1781.22
2006,3,26,4,1120.55
2007,3,26,4,2667.26
2008,3,26,4,2754.81
2009,3,26,4,1453.07
2010,3,26,4,0
2011,3,26,4,0
2012,3,26,4,31.529
2013,3,26,4,0
2014,3,26,4,181.472
2015,3,26,4,318.329
2016,3,26,4,0.945
2017,3,26,4,409.553
2018,3,26,4,323.899
2019,3,26,4,72.425
2020,3,26,4,184.857
2021,3,26,4,4.861
2022,3,26,4,15.011
2023,3,26,4,875.165
2024,3,26,4,1691.17
1952,3,27,3,0
1953,3,27,3,0
1954,3,27,3,0
1955,3,27,3,0
1956,3,27,3,0
1957,3,27,3,0
1958,3,27,3,0
1959,3,27,3,0
1960,3,27,3,0
1961,3,27,3,0
1962,3,27,3,0
1963,3,27,3,0
1964,3,27,3,0
1965,3,27,3,0
1966,3,27,3,0
1967,3,27,3,0
1968,3,27,3,0
1969,3,27,3,0
1970,3,27,3,0
1971,3,27,3,0
1972,3,27,3,0
1973,3,27,3,0
1974,3,27,3,0.505
1975,3,27,3,1.249
1976,3,27,3,3.636
1977,3,27,3,2.942
1978,3,27,3,3.653
1979,3,27,3,37.526
1980,3,27,3,9.316
1981,3,27,3,103.432
1982,3,27,3,223.003
1983,3,27,3,195.065
1984,3,27,3,514.504
1985,3,27,3,221.648
1986,3,27,3,249.967
1987,3,27,3,451.688
1988,3,27,3,609.473
1989,3,27,3,1077.13
1990,3,27,3,944.4
1991,3,27,3,731.429
1992,3,27,3,1530.7
1993,3,27,3,1755.49
1994,3,27,3,1458.28
1995,3,27,3,1274.02
1996,3,27,3,521.472
1997,3,27,3,633.222
1998,3,27,3,2118.41
1999,3,27,3,367.082
2000,3,27,3,1073.18
2001,3,27,3,1186.35
2002,3,27,3,819.686
2003,3,27,3,1426.18
2004,3,27,3,1394.27
2005,3,27,3,2552.37
2006,3,27,3,1351.41
2007,3,27,3,993.388
2008,3,27,3,1941.37
2009,3,27,3,1450.08
2010,3,27,3,2680.42
2011,3,27,3,1170.13
2012,3,27,3,2720.89
2013,3,27,3,2271.09
2014,3,27,3,3392.92
2015,3,27,3,3577.89
2016,3,27,3,1769.31
2017,3,27,3,2789.11
2018,3,27,3,2937.07
2019,3,27,3,2560.35
2020,3,27,3,1413.12
2021,3,27,3,2085.87
2022,3,27,3,1182.91
2023,3,27,3,928.468
2024,3,27,3,1564.78
1952,3,28,4,0
1953,3,28,4,0
1954,3,28,4,0
1955,3,28,4,0
1956,3,28,4,0
1957,3,28,4,0
1958,3,28,4,0
1959,3,28,4,0
1960,3,28,4,0
1961,3,28,4,0
1962,3,28,4,0
1963,3,28,4,0
1964,3,28,4,0
1965,3,28,4,0
1966,3,28,4,0
1967,3,28,4,0
1968,3,28,4,0
1969,3,28,4,0
1970,3,28,4,0
1971,3,28,4,0
1972,3,28,4,0
1973,3,28,4,0
1974,3,28,4,0
1975,3,28,4,0
1976,3,28,4,0
1977,3,28,4,0
1978,3,28,4,0
1979,3,28,4,0
1980,3,28,4,0
1981,3,28,4,0
1982,3,28,4,0
1983,3,28,4,23.998
1984,3,28,4,0
1985,3,28,4,5.175
1986,3,28,4,0
1987,3,28,4,54.711
1988,3,28,4,0
1989,3,28,4,0
1990,3,28,4,160.313
1991,3,28,4,1.389
1992,3,28,4,0
1993,3,28,4,20.538
1994,3,28,4,266.86
1995,3,28,4,0
1996,3,28,4,0
1997,3,28,4,426.858
1998,3,28,4,22.129
1999,3,28,4,0
2000,3,28,4,3.945
2001,3,28,4,12.566
2002,3,28,4,350.724
2003,3,28,4,0
2004,3,28,4,0
2005,3,28,4,82.255
2006,3,28,4,24.038
2007,3,28,4,44.786
2008,3,28,4,0
2009,3,28,4,94.686
2010,3,28,4,8.943
2011,3,28,4,3.547
2012,3,28,4,164.906
2013,3,28,4,62.52
2014,3,28,4,258.957
2015,3,28,4,157.352
2016,3,28,4,0
2017,3,28,4,7.087
2018,3,28,4,227.255
2019,3,28,4,177.608
2020,3,28,4,33.201
2021,3,28,4,18.951
2022,3,28,4,10.751
2023,3,28,4,544.078
2024,3,28,4,2.282
1952,3,29,1,9.27043e-06
1953,3,29,1,9.02905e-06
1954,3,29,1,9.05344e-06
1955,3,29,1,9.1011e-06
1956,3,29,1,9.58003e-06
1957,3,29,1,9.06053e-06
1958,3,29,1,7.52196e-06
1959,3,29,1,6.03296e-06
1960,3,29,1,6.31342e-06
1961,3,29,1,6.29925e-06
1962,3,29,1,5.90398e-06
1963,3,29,1,5.30053e-06
1964,3,29,1,5.11584e-06
1965,3,29,1,5.37195e-06
1966,3,29,1,5.37499e-06
1967,3,29,1,4.89227e-06
1968,3,29,1,4.91174e-06
1969,3,29,1,4.91397e-06
1970,3,29,1,4.48773e-06
1971,3,29,1,4.07882e-06
1972,3,29,1,3.54741e-06
1973,3,29,1,3.03809e-06
1974,3,29,1,2.78047e-06
1975,3,29,1,2.48243e-06
1976,3,29,1,2.22048e-06
1977,3,29,1,2.5936e-06
1978,3,29,1,2.62899e-06
1979,3,29,1,2.57875e-06
1980,3,29,1,2.33719e-06
1981,3,29,1,2.10109e-06
1982,3,29,1,2.02023e-06
1983,3,29,1,2.16053e-06
1984,3,29,1,2.33474e-06
1985,3,29,1,2.3158e-06
1986,3,29,1,2.10915e-06
1987,3,29,1,2.05509e-06
1988,3,29,1,1.8428e-06
1989,3,29,1,1.82352e-06
1990,3,29,1,2.0014e-06
1991,3,29,1,1.96965e-06
1992,3,29,1,1.8517e-06
1993,3,29,1,1.52784e-06
1994,3,29,1,1.45125e-06
1995,3,29,1,1.30181e-06
1996,3,29,1,1.26132e-06
1997,3,29,1,1.28237e-06
1998,3,29,1,1.34006e-06
1999,3,29,1,1.23488e-06
2000,3,29,1,1.14211e-06
2001,3,29,1,1.25569e-06
2002,3,29,1,1.54398e-06
2003,3,29,1,1.50784e-06
2004,3,29,1,1.55653e-06
2005,3,29,1,1.38007e-06
2006,3,29,1,1.38797e-06
2007,3,29,1,1.28132e-06
2008,3,29,1,1.09826e-06
2009,3,29,1,1.11829e-06
2010,3,29,1,1.12385e-06
2011,3,29,1,1.20085e-06
2012,3,29,1,1.17618e-06
2013,3,29,1,1.17505e-06
2014,3,29,1,1.51044e-06
2015,3,29,1,1.67519e-06
2016,3,29,1,1.60045e-06
2017,3,29,1,1.60017e-06
2018,3,29,1,1.87434e-06
2019,3,29,1,2.17827e-06
2020,3,29,1,2.12563e-06
2021,3,29,1,1.8204e-06
2022,3,29,1,1.61627e-06
2023,3,29,1,1.29592e-06
2024,3,29,1,8.19621e-07
1952,3,30,2,3.99708e-06
1953,3,30,2,3.97496e-06
1954,3,30,2,4.00748e-06
1955,3,30,2,3.89912e-06
1956,3,30,2,4.06314e-06
1957,3,30,2,3.95392e-06
1958,3,30,2,4.26961e-06
1959,3,30,2,3.57488e-06
1960,3,30,2,3.06664e-06
1961,3,30,2,2.47432e-06
1962,3,30,2,2.84576e-06
1963,3,30,2,2.34118e-06
1964,3,30,2,2.15124e-06
1965,3,30,2,2.30792e-06
1966,3,30,2,2.1624e-06
1967,3,30,2,2.12543e-06
1968,3,30,2,1.75482e-06
1969,3,30,2,1.7009e-06
1970,3,30,2,1.84237e-06
1971,3,30,2,1.98138e-06
1972,3,30,2,2.22114e-06
1973,3,30,2,2.53445e-06
1974,3,30,2,2.13898e-06
1975,3,30,2,2.01857e-06
1976,3,30,2,1.91846e-06
1977,3,30,2,1.79815e-06
1978,3,30,2,2.10483e-06
1979,3,30,2,1.907e-06
1980,3,30,2,1.67902e-06
1981,3,30,2,1.42725e-06
1982,3,30,2,1.23833e-06
1983,3,30,2,1.47961e-06
1984,3,30,2,1.62477e-06
1985,3,30,2,1.72973e-06
1986,3,30,2,1.66688e-06
1987,3,30,2,1.99509e-06
1988,3,30,2,2.35028e-06
1989,3,30,2,2.89153e-06
1990,3,30,2,2.53617e-06
1991,3,30,2,2.64522e-06
1992,3,30,2,2.18228e-06
1993,3,30,2,1.8927e-06
1994,3,30,2,1.70036e-06
1995,3,30,2,1.67795e-06
1996,3,30,2,1.44303e-06
1997,3,30,2,1.41678e-06
1998,3,30,2,1.53338e-06
1999,3,30,2,1.54909e-06
2000,3,30,2,1.20684e-06
2001,3,30,2,1.12668e-06
2002,3,30,2,1.10755e-06
2003,3,30,2,1.32124e-06
2004,3,30,2,1.25538e-06
2005,3,30,2,1.21453e-06
2006,3,30,2,9.66486e-07
2007,3,30,2,9.95669e-07
2008,3,30,2,8.07725e-07
2009,3,30,2,7.67427e-07
2010,3,30,2,7.90922e-07
2011,3,30,2,8.03552e-07
2012,3,30,2,7.24125e-07
2013,3,30,2,6.16298e-07
2014,3,30,2,5.76636e-07
2015,3,30,2,6.74337e-07
2016,3,30,2,7.32326e-07
2017,3,30,2,7.0179e-07
2018,3,30,2,6.87166e-07
2019,3,30,2,6.66889e-07
2020,3,30,2,6.70798e-07
2021,3,30,2,6.36126e-07
2022,3,30,2,6.12587e-07
2023,3,30,2,7.23992e-07
2024,3,30,2,6.24344e-07
1952,3,31,3,3.89543e-06
1953,3,31,3,3.84205e-06
1954,3,31,3,3.88859e-06
1955,3,31,3,3.85596e-06
1956,3,31,3,3.7488e-06
1957,3,31,3,4.05542e-06
1958,3,31,3,4.84118e-06
1959,3,31,3,3.9852e-06
1960,3,31,3,2.99344e-06
1961,3,31,3,2.64716e-06
1962,3,31,3,2.98583e-06
1963,3,31,3,2.85246e-06
1964,3,31,3,2.82609e-06
1965,3,31,3,2.69678e-06
1966,3,31,3,2.61666e-06
1967,3,31,3,2.60806e-06
1968,3,31,3,2.32712e-06
1969,3,31,3,2.49355e-06
1970,3,31,3,2.5257e-06
1971,3,31,3,2.47623e-06
1972,3,31,3,2.67459e-06
1973,3,31,3,2.7371e-06
1974,3,31,3,2.18422e-06
1975,3,31,3,2.31861e-06
1976,3,31,3,2.61035e-06
1977,3,31,3,2.42292e-06
1978,3,31,3,2.83114e-06
1979,3,31,3,2.58749e-06
1980,3,31,3,2.26921e-06
1981,3,31,3,2.0479e-06
1982,3,31,3,1.84139e-06
1983,3,31,3,2.21539e-06
1984,3,31,3,2.56551e-06
1985,3,31,3,2.74631e-06
1986,3,31,3,2.50756e-06
1987,3,31,3,2.32642e-06
1988,3,31,3,2.48959e-06
1989,3,31,3,2.4263e-06
1990,3,31,3,2.37963e-06
1991,3,31,3,2.82541e-06
1992,3,31,3,2.40912e-06
1993,3,31,3,2.25159e-06
1994,3,31,3,2.05014e-06
1995,3,31,3,2.17051e-06
1996,3,31,3,2.11885e-06
1997,3,31,3,2.61948e-06
1998,3,31,3,2.55772e-06
1999,3,31,3,2.14194e-06
2000,3,31,3,1.62817e-06
2001,3,31,3,1.85912e-06
2002,3,31,3,1.65702e-06
2003,3,31,3,1.93504e-06
2004,3,31,3,1.73038e-06
2005,3,31,3,1.53719e-06
2006,3,31,3,1.39607e-06
2007,3,31,3,1.57916e-06
2008,3,31,3,1.62571e-06
2009,3,31,3,1.46558e-06
2010,3,31,3,1.38444e-06
2011,3,31,3,1.40847e-06
2012,3,31,3,1.29413e-06
2013,3,31,3,1.26072e-06
2014,3,31,3,1.309e-06
2015,3,31,3,1.55937e-06
2016,3,31,3,1.71773e-06
2017,3,31,3,1.41079e-06
2018,3,31,3,1.20743e-06
2019,3,31,3,1.12233e-06
2020,3,31,3,1.26045e-06
2021,3,31,3,1.32198e-06
2022,3,31,3,1.36418e-06
2023,3,31,3,1.30884e-06
2024,3,31,3,1.14861e-06
1952,3,32,4,3.57778e-06
1953,3,32,4,3.47586e-06
1954,3,32,4,3.44521e-06
1955,3,32,4,3.47489e-06
1956,3,32,4,3.55236e-06
1957,3,32,4,3.84007e-06
1958,3,32,4,3.75343e-06
1959,3,32,4,3.22623e-06
1960,3,32,4,2.7245e-06
1961,3,32,4,2.53624e-06
1962,3,32,4,2.61148e-06
1963,3,32,4,2.53745e-06
1964,3,32,4,2.41072e-06
1965,3,32,4,2.49912e-06
1966,3,32,4,2.66144e-06
1967,3,32,4,2.64882e-06
1968,3,32,4,2.59934e-06
1969,3,32,4,2.87939e-06
1970,3,32,4,2.84912e-06
1971,3,32,4,2.70574e-06
1972,3,32,4,2.69061e-06
1973,3,32,4,2.44655e-06
1974,3,32,4,2.08448e-06
1975,3,32,4,2.02847e-06
1976,3,32,4,1.93867e-06
1977,3,32,4,1.88701e-06
1978,3,32,4,2.13944e-06
1979,3,32,4,1.97435e-06
1980,3,32,4,1.81315e-06
1981,3,32,4,1.71399e-06
1982,3,32,4,1.59949e-06
1983,3,32,4,1.77295e-06
1984,3,32,4,2.02565e-06
1985,3,32,4,2.06595e-06
1986,3,32,4,1.98245e-06
1987,3,32,4,1.69044e-06
1988,3,32,4,1.63663e-06
1989,3,32,4,1.65936e-06
1990,3,32,4,1.81505e-06
1991,3,32,4,1.96721e-06
1992,3,32,4,1.67893e-06
1993,3,32,4,1.53517e-06
1994,3,32,4,1.45415e-06
1995,3,32,4,1.53852e-06
1996,3,32,4,1.88333e-06
1997,3,32,4,2.29798e-06
1998,3,32,4,2.11489e-06
1999,3,32,4,2.085e-06
2000,3,32,4,1.85258e-06
2001,3,32,4,1.7661e-06
2002,3,32,4,1.32467e-06
2003,3,32,4,1.35176e-06
2004,3,32,4,1.13669e-06
2005,3,32,4,1.1736e-06
2006,3,32,4,1.22047e-06
2007,3,32,4,1.26118e-06
2008,3,32,4,1.27503e-06
2009,3,32,4,1.07006e-06
2010,3,32,4,7.0209e-07
2011,3,32,4,7.94064e-07
2012,3,32,4,9.68349e-07
2013,3,32,4,9.44497e-07
2014,3,32,4,8.08622e-07
2015,3,32,4,8.94472e-07
2016,3,32,4,9.72321e-07
2017,3,32,4,1.00527e-06
2018,3,32,4,9.56256e-07
2019,3,32,4,7.70552e-07
2020,3,32,4,8.34301e-07
2021,3,32,4,9.8546e-07
2022,3,32,4,9.81794e-07
2023,3,32,4,7.93022e-07
2024,3,32,4,5.34716e-07
1952,3,33,5,3.78292e-06
1953,3,33,5,3.94223e-06
1954,3,33,5,4.01217e-06
1955,3,33,5,3.97902e-06
1956,3,33,5,3.93113e-06
1957,3,33,5,4.31311e-06
1958,3,33,5,4.28977e-06
1959,3,33,5,4.0865e-06
1960,3,33,5,3.86914e-06
1961,3,33,5,3.80923e-06
1962,3,33,5,3.49025e-06
1963,3,33,5,3.33189e-06
1964,3,33,5,3.07929e-06
1965,3,33,5,2.94277e-06
1966,3,33,5,2.85151e-06
1967,3,33,5,2.69386e-06
1968,3,33,5,2.62666e-06
1969,3,33,5,2.60745e-06
1970,3,33,5,2.5143e-06
1971,3,33,5,2.5181e-06
1972,3,33,5,2.62212e-06
1973,3,33,5,2.42773e-06
1974,3,33,5,2.42144e-06
1975,3,33,5,2.58292e-06
1976,3,33,5,2.45336e-06
1977,3,33,5,2.43448e-06
1978,3,33,5,2.40852e-06
1979,3,33,5,2.33297e-06
1980,3,33,5,2.27808e-06
1981,3,33,5,2.07891e-06
1982,3,33,5,2.0864e-06
1983,3,33,5,2.12814e-06
1984,3,33,5,2.22704e-06
1985,3,33,5,2.2352e-06
1986,3,33,5,2.24297e-06
1987,3,33,5,2.43815e-06
1988,3,33,5,2.37683e-06
1989,3,33,5,2.32976e-06
1990,3,33,5,2.59718e-06
1991,3,33,5,2.65827e-06
1992,3,33,5,2.76402e-06
1993,3,33,5,2.69021e-06
1994,3,33,5,2.89167e-06
1995,3,33,5,2.61682e-06
1996,3,33,5,2.59158e-06
1997,3,33,5,2.78727e-06
1998,3,33,5,2.63145e-06
1999,3,33,5,2.45157e-06
2000,3,33,5,2.45846e-06
2001,3,33,5,2.21037e-06
2002,3,33,5,2.29005e-06
2003,3,33,5,2.18123e-06
2004,3,33,5,2.18338e-06
2005,3,33,5,1.97322e-06
2006,3,33,5,2.09213e-06
2007,3,33,5,2.13673e-06
2008,3,33,5,1.96041e-06
2009,3,33,5,1.87185e-06
2010,3,33,5,1.82564e-06
2011,3,33,5,1.79423e-06
2012,3,33,5,1.65154e-06
2013,3,33,5,1.5835e-06
2014,3,33,5,1.69574e-06
2015,3,33,5,1.74251e-06
2016,3,33,5,1.59696e-06
2017,3,33,5,1.5088e-06
2018,3,33,5,1.46009e-06
2019,3,33,5,1.38506e-06
2020,3,33,5,1.35853e-06
2021,3,33,5,1.49212e-06
2022,3,33,5,1.55028e-06
2023,3,33,5,1.47324e-06
2024,3,33,5,1.44715e-06
1952,4,1,1,4144
1953,4,1,1,2695.14
1954,4,1,1,2336.29
1955,4,1,1,3540.17
1956,4,1,1,5348.04
1957,4,1,1,6431.78
1958,4,1,1,5986.95
1959,4,1,1,4641.02
1960,4,1,1,4809.32
1961,4,1,1,2327.37
1962,4,1,1,2376.33
1963,4,1,1,3402.11
1964,4,1,1,1604.33
1965,4,1,1,2171.73
1966,4,1,1,2985.62
1967,4,1,1,3589.31
1968,4,1,1,2914.5
1969,4,1,1,3203.54
1970,4,1,1,2635.93
1971,4,1,1,2470.88
1972,4,1,1,1771.27
1973,4,1,1,1675.98
1974,4,1,1,2445.89
1975,4,1,1,3359
1976,4,1,1,4583.65
1977,4,1,1,3696.91
1978,4,1,1,3230.93
1979,4,1,1,3141.29
1980,4,1,1,3053.08
1981,4,1,1,3105.96
1982,4,1,1,2369.49
1983,4,1,1,2971.53
1984,4,1,1,3172.75
1985,4,1,1,3259.9
1986,4,1,1,3679.17
1987,4,1,1,4017.28
1988,4,1,1,3734.83
1989,4,1,1,4159.46
1990,4,1,1,3577.9
1991,4,1,1,4195.48
1992,4,1,1,4670.1
1993,4,1,1,4037.02
1994,4,1,1,3344.75
1995,4,1,1,2808.97
1996,4,1,1,2768.75
1997,4,1,1,3034.64
1998,4,1,1,2938.95
1999,4,1,1,3434.49
2000,4,1,1,2502.26
2001,4,1,1,3024.43
2002,4,1,1,3108.26
2003,4,1,1,2705.71
2004,4,1,1,3795.12
2005,4,1,1,3252.02
2006,4,1,1,4171.48
2007,4,1,1,3616.74
2008,4,1,1,2998.65
2009,4,1,1,3625.56
2010,4,1,1,3178.03
2011,4,1,1,3230.19
2012,4,1,1,2514.02
2013,4,1,1,2086.37
2014,4,1,1,2906.05
2015,4,1,1,2941.74
2016,4,1,1,2534.29
2017,4,1,1,2503.07
2018,4,1,1,2687.92
2019,4,1,1,3170.23
2020,4,1,1,2520.84
2021,4,1,1,1671.5
2022,4,1,1,2479.71
2023,4,1,1,2802.58
2024,4,1,1,3098.36
1952,4,2,1,4875.31
1953,4,2,1,1881.84
1954,4,2,1,3113.18
1955,4,2,1,5306.56
1956,4,2,1,5032.75
1957,4,2,1,4960.41
1958,4,2,1,8216.54
1959,4,2,1,8009.17
1960,4,2,1,4990.98
1961,4,2,1,4618.53
1962,4,2,1,4184.63
1963,4,2,1,3874.7
1964,4,2,1,3516.29
1965,4,2,1,3796.38
1966,4,2,1,4016.13
1967,4,2,1,3487.05
1968,4,2,1,2700.62
1969,4,2,1,4202.81
1970,4,2,1,4959.86
1971,4,2,1,4404.19
1972,4,2,1,6001.69
1973,4,2,1,3200.97
